time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230506:0030,0.0,0.0,0.0,0.0,0.0,10.61,1.93,0.0
20230506:0130,0.0,0.0,0.0,0.0,0.0,10.16,2.07,0.0
20230506:0230,0.0,0.0,0.0,0.0,0.0,10.47,2.0,0.0
20230506:0330,0.0,0.0,0.0,0.0,-2.51,10.38,1.93,0.0
20230506:0430,9.9,0.25,22.64,0.33,6.02,10.58,1.86,0.0
20230506:0530,39.07,1.95,58.85,0.87,15.16,10.85,2.62,0.0
20230506:0630,165.47,91.08,121.33,3.25,24.54,11.16,3.1,0.0
20230506:0730,219.27,73.6,198.18,4.4,33.78,11.99,2.55,0.0
20230506:0830,260.51,71.75,248.16,5.32,42.38,13.03,2.34,0.0
20230506:0930,305.45,119.58,255.26,6.83,49.56,13.92,2.21,0.0
20230506:1030,332.39,130.02,278.94,7.62,54.24,15.0,2.14,0.0
20230506:1130,285.89,92.52,261.72,6.35,55.25,15.88,1.93,0.0
20230506:1230,277.63,178.29,168.74,7.22,52.27,16.21,1.79,0.0
20230506:1330,205.4,101.61,160.02,4.89,46.17,16.66,1.45,0.0
20230506:1430,225.86,177.99,113.3,5.74,38.16,16.63,1.24,0.0
20230506:1530,175.76,119.27,113.15,3.98,29.17,16.84,1.31,0.0
20230506:1630,102.31,51.41,91.64,2.08,19.8,16.56,1.45,0.0
20230506:1730,38.88,8.09,54.78,0.85,10.5,15.99,1.66,0.0
20230506:1830,1.68,0.0,9.54,0.14,1.62,14.97,1.86,0.0
20230506:1930,0.0,0.0,0.0,0.0,0.0,13.35,3.03,0.0
20230506:2030,0.0,0.0,0.0,0.0,0.0,12.07,3.24,0.0
20230506:2130,0.0,0.0,0.0,0.0,0.0,11.12,3.24,0.0
20230506:2230,0.0,0.0,0.0,0.0,0.0,10.47,3.1,0.0
20230506:2330,0.0,0.0,0.0,0.0,0.0,9.96,2.97,0.0
20230507:0030,0.0,0.0,0.0,0.0,0.0,9.73,2.76,0.0
20230507:0130,0.0,0.0,0.0,0.0,0.0,9.25,2.83,0.0
20230507:0230,0.0,0.0,0.0,0.0,0.0,9.0,2.83,0.0
20230507:0330,0.0,0.0,0.0,0.0,-2.27,8.81,2.69,0.0
20230507:0430,10.66,0.24,23.58,0.34,6.25,8.56,2.76,0.0
20230507:0530,50.82,3.21,71.07,1.06,15.38,8.54,2.97,0.0
20230507:0630,84.67,1.51,111.4,1.63,24.76,8.74,3.86,0.0
20230507:0730,173.08,28.14,184.78,3.24,34.01,8.98,4.55,0.0
20230507:0830,193.26,51.64,184.93,3.88,42.62,9.85,4.34,0.0
20230507:0930,281.77,73.89,264.09,5.73,49.82,10.94,4.48,0.0
20230507:1030,338.32,178.58,227.82,8.14,54.51,12.12,4.41,0.0
20230507:1130,313.01,201.1,177.95,8.02,55.52,13.27,4.41,0.0
20230507:1230,330.76,249.49,153.2,8.85,52.53,13.84,4.34,0.0
20230507:1330,329.49,281.22,124.96,8.9,46.4,14.76,4.34,0.0
20230507:1430,280.91,224.94,126.92,7.02,38.37,15.29,4.48,0.0
20230507:1530,242.66,197.95,113.0,5.52,29.37,15.32,4.55,0.0
20230507:1630,160.49,94.23,118.14,3.08,20.0,15.02,4.48,0.0
20230507:1730,57.82,16.38,69.97,1.13,10.7,14.25,3.86,0.0
20230507:1830,3.37,0.0,12.68,0.18,1.83,13.21,3.93,0.0
20230507:1930,0.0,0.0,0.0,0.0,0.0,10.41,3.66,0.0
20230507:2030,0.0,0.0,0.0,0.0,0.0,9.79,3.52,0.0
20230507:2130,0.0,0.0,0.0,0.0,0.0,9.31,3.52,0.0
20230507:2230,0.0,0.0,0.0,0.0,0.0,8.91,3.38,0.0
20230507:2330,0.0,0.0,0.0,0.0,0.0,8.5,3.17,0.0
20230508:0030,0.0,0.0,0.0,0.0,0.0,8.1,2.83,0.0
20230508:0130,0.0,0.0,0.0,0.0,0.0,7.82,2.55,0.0
20230508:0230,0.0,0.0,0.0,0.0,0.0,7.53,2.41,0.0
20230508:0330,0.0,0.0,0.0,0.0,-2.03,7.32,2.41,0.0
20230508:0430,24.88,6.47,36.89,0.55,6.47,7.1,2.41,0.0
20230508:0530,77.69,34.31,73.58,1.43,15.6,7.2,2.34,0.0
20230508:0630,207.19,108.51,148.35,3.91,24.98,7.78,2.76,0.0
20230508:0730,253.26,90.85,217.05,5.01,34.23,9.57,2.69,0.0
20230508:0830,301.9,97.58,267.34,6.2,42.85,10.95,2.69,0.0
20230508:0930,326.14,105.42,289.99,6.94,50.07,12.3,2.48,0.0
20230508:1030,343.57,86.35,331.19,7.15,54.78,13.42,2.55,0.0
20230508:1130,308.29,70.37,305.76,6.35,55.8,14.36,2.9,0.0
20230508:1230,341.78,113.3,304.12,7.48,52.78,14.89,3.24,0.0
20230508:1330,260.59,91.22,231.75,5.67,46.63,15.8,3.17,0.0
20230508:1430,245.5,140.44,168.95,5.67,38.58,16.15,2.9,0.0
20230508:1530,207.51,126.72,140.92,4.51,29.57,16.51,2.97,0.0
20230508:1630,162.06,118.56,99.32,3.16,20.2,16.27,3.03,0.0
20230508:1730,98.27,80.24,63.19,1.54,10.9,15.72,2.9,0.0
20230508:1830,2.41,0.0,10.96,0.16,2.04,14.47,2.9,0.0
20230508:1930,0.0,0.0,0.0,0.0,0.0,13.75,2.69,0.0
20230508:2030,0.0,0.0,0.0,0.0,0.0,12.62,2.76,0.0
20230508:2130,0.0,0.0,0.0,0.0,0.0,11.57,2.76,0.0
20230508:2230,0.0,0.0,0.0,0.0,0.0,10.94,2.62,0.0
20230508:2330,0.0,0.0,0.0,0.0,0.0,10.5,2.48,0.0
20230509:0030,0.0,0.0,0.0,0.0,0.0,9.74,2.28,0.0
20230509:0130,0.0,0.0,0.0,0.0,0.0,9.22,2.21,0.0
20230509:0230,0.0,0.0,0.0,0.0,0.0,8.43,2.14,0.0
20230509:0330,0.0,0.0,0.0,0.0,-1.8,7.65,2.0,0.0
20230509:0430,78.26,74.59,41.03,0.87,6.69,6.98,1.86,0.0
20230509:0530,174.61,158.7,70.42,2.75,15.81,7.59,1.66,0.0
20230509:0630,233.85,214.14,83.63,4.7,25.19,10.45,1.79,0.0
20230509:0730,267.69,220.1,113.96,6.12,34.45,12.96,2.97,0.0
20230509:0830,325.07,289.25,112.52,8.32,43.08,14.39,3.24,0.0
20230509:0930,361.06,350.52,95.56,10.11,50.32,15.88,3.24,0.0
20230509:1030,366.46,320.95,132.27,10.33,55.05,17.18,3.31,0.0
20230509:1130,360.3,309.05,138.09,10.21,56.06,18.05,3.38,0.0
20230509:1230,365.5,318.64,137.32,10.33,53.03,18.67,3.52,0.0
20230509:1330,329.64,254.71,160.07,8.71,46.86,19.26,3.45,0.0
20230509:1430,277.84,190.01,163.98,6.72,38.79,19.49,3.31,0.0
20230509:1530,233.15,148.98,153.27,5.11,29.76,19.48,3.38,0.0
20230509:1630,156.68,87.19,123.6,3.04,20.39,19.11,3.03,0.0
20230509:1730,79.45,45.22,72.18,1.38,11.1,18.1,2.76,0.0
20230509:1830,4.35,0.0,14.55,0.21,2.25,16.5,2.83,0.0
20230509:1930,0.0,0.0,0.0,0.0,0.0,15.5,3.17,0.0
20230509:2030,0.0,0.0,0.0,0.0,0.0,14.45,3.1,0.0
20230509:2130,0.0,0.0,0.0,0.0,0.0,13.76,3.1,0.0
20230509:2230,0.0,0.0,0.0,0.0,0.0,13.31,3.1,0.0
20230509:2330,0.0,0.0,0.0,0.0,0.0,13.09,2.97,0.0
20230510:0030,0.0,0.0,0.0,0.0,0.0,12.7,2.83,0.0
20230510:0130,0.0,0.0,0.0,0.0,0.0,12.2,2.76,0.0
20230510:0230,0.0,0.0,0.0,0.0,0.0,11.73,2.55,0.0
20230510:0330,0.0,0.0,0.0,0.0,-1.58,11.64,2.0,0.0
20230510:0430,1.07,0.0,8.16,0.12,6.91,11.42,1.66,0.0
20230510:0530,18.91,1.21,34.31,0.51,16.02,11.62,1.79,0.0
20230510:0630,43.32,0.0,65.98,0.95,25.4,11.85,2.48,0.0
20230510:0730,85.51,0.24,115.31,1.66,34.66,12.1,2.41,0.0
20230510:0830,120.14,9.92,145.59,2.32,43.3,12.48,2.97,0.0
20230510:0930,207.05,31.63,223.81,4.02,50.56,12.9,2.83,0.0
20230510:1030,319.55,128.1,261.5,7.19,55.31,13.88,2.55,0.0
20230510:1130,343.24,119.7,301.71,7.62,56.32,15.25,2.28,0.0
20230510:1230,247.36,93.84,214.39,5.55,53.27,16.13,2.0,0.0
20230510:1330,227.27,73.64,211.72,4.89,47.08,16.17,1.66,0.0
20230510:1430,211.3,97.98,170.8,4.68,38.99,16.41,1.59,0.0
20230510:1530,153.85,43.96,156.87,3.1,29.96,16.54,1.03,0.0
20230510:1630,88.89,12.31,110.31,1.76,20.58,15.45,0.69,0.0
20230510:1730,45.91,24.83,48.62,0.9,11.29,15.18,0.28,0.0
20230510:1830,9.4,10.25,14.05,0.22,2.46,14.26,0.55,0.0
20230510:1930,0.0,0.0,0.0,0.0,0.0,12.97,0.62,0.0
20230510:2030,0.0,0.0,0.0,0.0,0.0,11.95,0.9,0.0
20230510:2130,0.0,0.0,0.0,0.0,0.0,11.08,1.31,0.0
20230510:2230,0.0,0.0,0.0,0.0,0.0,10.53,1.38,0.0
20230510:2330,0.0,0.0,0.0,0.0,0.0,10.42,1.1,0.0
20230511:0030,0.0,0.0,0.0,0.0,0.0,10.07,1.03,0.0
20230511:0130,0.0,0.0,0.0,0.0,0.0,9.81,1.03,0.0
20230511:0230,0.0,0.0,0.0,0.0,0.0,10.0,0.83,0.0
20230511:0330,0.0,0.0,0.0,0.0,-1.36,9.9,0.83,0.0
20230511:0430,4.71,0.0,14.83,0.21,7.11,9.87,0.9,0.0
20230511:0530,15.08,0.0,30.12,0.43,16.22,10.34,0.83,0.0
20230511:0630,65.52,4.03,88.37,1.33,25.6,11.06,0.9,0.0
20230511:0730,91.14,4.66,117.83,1.79,34.87,11.96,0.83,0.0
20230511:0830,125.29,5.87,156.12,2.38,43.52,12.47,1.1,0.0
20230511:0930,108.15,1.41,140.96,2.06,50.8,12.87,1.17,0.0
20230511:1030,124.79,0.14,161.33,2.32,55.56,12.98,1.52,0.0
20230511:1130,124.05,11.35,149.53,2.44,56.58,13.23,1.45,0.0
20230511:1230,120.26,11.88,145.0,2.39,53.51,13.8,1.59,0.0
20230511:1330,137.74,20.16,157.28,2.75,47.3,14.14,1.86,0.0
20230511:1430,68.09,3.64,92.89,1.41,39.19,14.6,1.86,0.0
20230511:1530,58.33,2.91,82.06,1.23,30.15,14.44,1.59,0.0
20230511:1630,42.21,4.84,60.87,0.94,20.77,14.1,1.24,0.0
20230511:1730,22.5,0.93,39.61,0.58,11.49,13.77,1.86,0.0
20230511:1830,4.57,7.76,8.37,0.14,2.66,13.41,2.28,0.0
20230511:1930,0.0,0.0,0.0,0.0,0.0,12.76,2.34,0.0
20230511:2030,0.0,0.0,0.0,0.0,0.0,12.25,2.21,0.0
20230511:2130,0.0,0.0,0.0,0.0,0.0,11.58,2.07,0.0
20230511:2230,0.0,0.0,0.0,0.0,0.0,11.05,1.86,0.0
20230511:2330,0.0,0.0,0.0,0.0,0.0,10.26,1.72,0.0
20230512:0030,0.0,0.0,0.0,0.0,0.0,9.21,1.59,0.0
20230512:0130,0.0,0.0,0.0,0.0,0.0,8.0,1.52,0.0
20230512:0230,0.0,0.0,0.0,0.0,0.0,7.18,1.52,0.0
20230512:0330,0.0,0.0,0.0,0.0,-1.15,6.69,1.59,0.0
20230512:0430,85.04,74.39,47.74,0.97,7.32,6.69,1.59,0.0
20230512:0530,176.63,155.82,74.72,2.77,16.42,8.41,1.24,0.0
20230512:0630,207.25,122.77,139.68,3.98,25.79,11.98,1.45,0.0
20230512:0730,284.82,195.52,158.29,6.21,35.07,12.92,1.79,0.0
20230512:0830,311.78,216.64,167.18,7.38,43.73,14.25,2.69,0.0
20230512:0930,348.93,247.71,180.33,8.78,51.03,15.32,3.03,0.0
20230512:1030,374.85,318.1,142.24,10.25,55.81,16.49,3.45,0.0
20230512:1130,367.6,287.38,164.7,9.91,56.83,17.47,4.0,0.0
20230512:1230,336.85,220.35,195.22,8.53,53.75,17.92,4.34,0.0
20230512:1330,305.69,212.72,167.18,7.63,47.51,17.98,4.41,0.0
20230512:1430,265.9,227.64,108.41,6.59,39.39,17.95,4.41,0.0
20230512:1530,229.97,207.35,89.87,5.21,30.34,17.7,4.34,0.0
20230512:1630,155.97,120.76,88.77,3.01,20.96,17.06,4.21,0.0
20230512:1730,102.4,92.9,55.63,1.56,11.68,16.45,3.66,0.0
20230512:1830,28.24,41.0,14.1,0.28,2.86,15.59,3.17,0.0
20230512:1930,0.0,0.0,0.0,0.0,0.0,14.58,1.86,0.0
20230512:2030,0.0,0.0,0.0,0.0,0.0,12.72,1.52,0.0
20230512:2130,0.0,0.0,0.0,0.0,0.0,12.19,1.17,0.0
20230512:2230,0.0,0.0,0.0,0.0,0.0,12.76,0.97,0.0
20230512:2330,0.0,0.0,0.0,0.0,0.0,12.5,0.76,0.0
20230513:0030,0.0,0.0,0.0,0.0,0.0,11.81,0.76,0.0
20230513:0130,0.0,0.0,0.0,0.0,0.0,10.83,0.97,0.0
20230513:0230,0.0,0.0,0.0,0.0,0.0,9.43,1.1,0.0
20230513:0330,0.0,0.0,0.0,0.0,-0.94,8.63,1.1,0.0
20230513:0430,90.7,84.96,45.22,1.0,7.52,7.93,1.17,0.0
20230513:0530,177.84,156.52,75.38,2.78,16.61,8.53,0.9,0.0
20230513:0630,249.66,220.5,96.41,4.92,25.98,11.46,0.97,0.0
20230513:0730,304.16,284.2,96.89,7.03,35.26,13.75,1.66,0.0
20230513:0830,337.56,317.23,100.86,8.59,43.94,15.15,2.62,0.0
20230513:0930,378.08,360.95,104.4,10.29,51.26,16.0,3.17,0.0
20230513:1030,367.05,334.23,117.05,10.18,56.06,16.78,3.38,0.0
20230513:1130,353.18,307.67,127.28,9.76,57.08,17.25,3.45,0.0
20230513:1230,346.6,282.5,145.2,9.29,53.98,17.36,3.66,0.0
20230513:1330,315.54,272.64,119.56,8.3,47.72,17.33,3.72,0.0
20230513:1430,276.43,241.24,107.03,6.84,39.58,17.3,3.72,0.0
20230513:1530,245.9,221.24,94.68,5.52,30.52,17.18,3.79,0.0
20230513:1630,163.05,125.83,92.03,3.12,21.14,17.06,3.93,0.0
20230513:1730,58.38,48.83,42.1,1.02,11.87,15.89,3.86,0.0
20230513:1830,34.08,46.68,16.25,0.33,3.06,14.36,3.1,0.0
20230513:1930,0.0,0.0,0.0,0.0,0.0,13.22,2.41,0.0
20230513:2030,0.0,0.0,0.0,0.0,0.0,12.07,1.86,0.0
20230513:2130,0.0,0.0,0.0,0.0,0.0,10.81,1.93,0.0
20230513:2230,0.0,0.0,0.0,0.0,0.0,9.71,1.93,0.0
20230513:2330,0.0,0.0,0.0,0.0,0.0,8.79,1.79,0.0
20230514:0030,0.0,0.0,0.0,0.0,0.0,7.95,1.66,0.0
20230514:0130,0.0,0.0,0.0,0.0,0.0,7.29,1.66,0.0
20230514:0230,0.0,0.0,0.0,0.0,0.0,7.02,1.59,0.0
20230514:0330,0.0,0.0,0.0,0.0,-0.74,6.96,1.66,0.0
20230514:0430,72.48,60.96,44.81,0.89,7.71,6.97,1.66,0.0
20230514:0530,145.57,117.02,74.04,2.33,16.79,8.07,1.24,0.0
20230514:0630,217.68,170.93,104.03,4.21,26.17,10.76,1.45,0.0
20230514:0730,271.57,213.37,123.18,5.99,35.45,12.26,2.0,0.0
20230514:0830,336.88,306.39,107.69,8.42,44.14,13.59,2.41,0.0
20230514:0930,366.66,338.46,110.44,9.79,51.48,14.81,2.9,0.0
20230514:1030,351.7,298.56,132.48,9.47,56.3,15.83,2.97,0.0
20230514:1130,364.07,289.98,157.57,9.76,57.33,16.39,2.83,0.0
20230514:1230,349.66,223.99,207.67,8.75,54.21,16.93,2.83,0.0
20230514:1330,335.55,229.44,187.17,8.3,47.93,17.15,2.9,0.0
20230514:1430,294.05,227.34,142.61,7.06,39.78,17.37,2.83,0.0
20230514:1530,238.86,189.08,117.65,5.24,30.71,17.25,2.76,0.0
20230514:1630,141.07,107.83,82.55,2.72,21.32,16.42,3.17,0.0
20230514:1730,104.05,80.24,68.0,1.62,12.05,15.92,2.34,0.0
20230514:1830,32.15,44.35,15.77,0.32,3.25,15.09,1.24,0.0
20230514:1930,0.0,0.0,0.0,0.0,0.0,13.69,1.24,0.0
20230514:2030,0.0,0.0,0.0,0.0,0.0,13.94,0.48,0.0
20230514:2130,0.0,0.0,0.0,0.0,0.0,13.19,0.28,0.0
20230514:2230,0.0,0.0,0.0,0.0,0.0,12.49,0.55,0.0
20230514:2330,0.0,0.0,0.0,0.0,0.0,9.64,1.45,0.0
20230515:0030,0.0,0.0,0.0,0.0,0.0,8.12,1.66,0.0
20230515:0130,0.0,0.0,0.0,0.0,0.0,7.64,1.52,0.0
20230515:0230,0.0,0.0,0.0,0.0,0.0,7.5,1.31,0.0
20230515:0330,0.0,0.0,0.0,0.0,-0.54,7.28,1.31,0.0
20230515:0430,91.0,79.73,48.79,1.03,7.89,6.57,1.38,0.0
20230515:0530,182.09,157.0,77.96,2.82,16.97,7.85,1.1,0.0
20230515:0630,216.06,175.61,98.43,4.2,26.35,11.47,1.24,0.0
20230515:0730,305.2,274.69,104.77,6.9,35.63,13.12,1.86,0.0
20230515:0830,341.02,276.88,143.78,8.3,44.34,14.93,2.48,0.0
20230515:0930,370.25,338.94,116.97,9.86,51.69,16.13,2.83,0.0
20230515:1030,380.09,333.28,134.51,10.36,56.53,16.94,3.03,0.0
20230515:1130,379.23,301.51,165.76,10.16,57.56,17.51,3.24,0.0
20230515:1230,375.29,263.0,200.47,9.62,54.44,17.83,3.45,0.0
20230515:1330,331.9,222.67,189.24,8.13,48.13,18.01,3.66,0.0
20230515:1430,278.43,162.45,186.35,6.27,39.96,17.91,3.66,0.0
20230515:1530,223.76,169.71,115.85,4.83,30.89,16.07,3.31,0.0
20230515:1630,150.34,93.47,105.87,2.84,21.5,15.94,3.24,0.0
20230515:1730,108.59,92.33,61.52,1.64,12.24,15.07,3.03,0.0
20230515:1830,34.8,46.27,17.02,0.35,3.44,14.32,2.9,0.0
20230515:1930,0.0,0.0,0.0,0.0,0.0,13.48,3.03,0.0
20230515:2030,0.0,0.0,0.0,0.0,0.0,12.5,2.9,0.0
20230515:2130,0.0,0.0,0.0,0.0,0.0,11.82,2.62,0.0
20230515:2230,0.0,0.0,0.0,0.0,0.0,11.24,2.55,0.0
20230515:2330,0.0,0.0,0.0,0.0,0.0,10.93,2.69,0.0
20230516:0030,0.0,0.0,0.0,0.0,0.0,10.22,2.9,0.0
20230516:0130,0.0,0.0,0.0,0.0,0.0,9.57,2.9,0.0
20230516:0230,0.0,0.0,0.0,0.0,0.0,8.89,2.97,0.0
20230516:0330,0.0,0.0,0.0,0.0,-0.35,8.21,2.97,0.0
20230516:0430,37.5,31.75,29.73,0.58,8.07,7.69,2.83,0.0
20230516:0530,75.42,43.71,61.58,1.36,17.15,7.84,2.97,0.0
20230516:0630,136.83,73.42,100.97,2.61,26.52,8.18,3.59,0.0
20230516:0730,153.14,30.0,160.45,2.89,35.81,9.16,4.34,0.0
20230516:0830,126.72,18.43,142.04,2.45,44.52,9.29,4.41,0.0
20230516:0930,200.99,20.29,223.29,3.7,51.9,9.24,3.79,0.0
20230516:1030,281.13,56.87,278.22,5.46,56.75,9.8,3.72,0.0
20230516:1130,301.41,85.37,274.67,6.17,57.8,10.83,3.72,0.0
20230516:1230,339.89,210.03,196.82,8.15,54.65,11.59,3.79,0.0
20230516:1330,356.92,282.89,147.64,8.89,48.33,12.47,4.14,0.0
20230516:1430,287.16,170.87,179.6,6.33,40.15,13.19,4.55,0.0
20230516:1530,219.23,95.69,175.92,4.31,31.06,12.8,4.97,0.0
20230516:1630,173.69,84.25,136.89,3.14,21.68,12.14,4.83,0.0
20230516:1730,102.79,61.7,79.73,1.63,12.42,11.7,4.14,0.0
20230516:1830,44.35,51.71,23.0,0.44,3.63,10.91,3.1,0.0
20230516:1930,0.0,0.0,0.0,0.0,0.0,9.74,3.03,0.0
20230516:2030,0.0,0.0,0.0,0.0,0.0,8.69,2.34,0.0
20230516:2130,0.0,0.0,0.0,0.0,0.0,7.67,2.21,0.0
20230516:2230,0.0,0.0,0.0,0.0,0.0,6.8,2.21,0.0
20230516:2330,0.0,0.0,0.0,0.0,0.0,6.06,2.28,0.0
20230517:0030,0.0,0.0,0.0,0.0,0.0,5.53,2.34,0.0
20230517:0130,0.0,0.0,0.0,0.0,0.0,5.1,2.34,0.0
20230517:0230,0.0,0.0,0.0,0.0,0.0,4.94,2.34,0.0
20230517:0330,0.0,0.0,0.0,0.0,-0.16,4.82,2.34,0.0
20230517:0430,86.59,71.39,49.75,1.02,8.25,4.91,2.34,0.0
20230517:0530,114.81,58.08,91.51,1.93,17.32,5.86,2.0,0.0
20230517:0630,161.32,81.14,119.95,2.99,26.69,7.25,3.59,0.0
20230517:0730,178.96,75.46,144.19,3.54,35.98,7.91,3.31,0.0
20230517:0830,256.25,43.98,261.64,4.75,44.71,8.35,3.31,0.0
20230517:0930,304.83,61.33,300.31,5.83,52.1,8.9,3.31,0.0
20230517:1030,372.68,119.45,322.23,7.74,56.98,9.57,3.31,0.0
20230517:1130,363.73,161.96,271.07,8.11,58.02,10.5,3.24,0.0
20230517:1230,355.98,193.59,231.79,8.25,54.87,11.02,3.31,0.0
20230517:1330,302.67,150.77,213.63,6.69,48.53,11.44,3.45,0.0
20230517:1430,290.11,141.0,210.64,6.12,40.33,11.41,3.31,0.0
20230517:1530,220.13,88.65,183.1,4.28,31.24,11.43,3.17,0.0
20230517:1630,162.8,66.2,140.94,2.94,21.85,11.09,3.1,0.0
20230517:1730,84.97,49.69,69.58,1.4,12.6,10.61,3.03,0.0
20230517:1830,25.23,31.08,16.76,0.32,3.82,10.02,2.55,0.0
20230517:1930,0.0,0.0,0.0,0.0,0.0,9.33,2.34,0.0
20230517:2030,0.0,0.0,0.0,0.0,0.0,8.44,2.21,0.0
20230517:2130,0.0,0.0,0.0,0.0,0.0,7.67,2.0,0.0
20230517:2230,0.0,0.0,0.0,0.0,0.0,7.09,1.93,0.0
20230517:2330,0.0,0.0,0.0,0.0,0.0,6.65,2.0,0.0
20230518:0030,0.0,0.0,0.0,0.0,0.0,5.87,1.86,0.0
20230518:0130,0.0,0.0,0.0,0.0,0.0,5.06,1.59,0.0
20230518:0230,0.0,0.0,0.0,0.0,0.0,3.92,1.52,0.0
20230518:0330,0.0,0.0,4.95,0.07,0.01,3.53,1.45,0.0
20230518:0430,85.25,61.87,55.95,1.06,8.42,3.26,1.45,0.0
20230518:0530,176.3,123.5,98.08,2.71,17.48,4.47,1.24,0.0
20230518:0630,251.12,167.8,138.28,4.61,26.85,7.1,2.21,0.0
20230518:0730,322.07,246.48,139.51,6.79,36.15,7.75,2.83,0.0
20230518:0830,348.67,220.26,195.7,7.73,44.88,9.12,2.83,0.0
20230518:0930,388.24,262.1,201.52,9.25,52.29,10.3,2.83,0.0
20230518:1030,340.08,99.45,308.12,6.99,57.19,11.61,3.1,0.0
20230518:1130,374.63,83.84,365.47,7.46,58.24,11.8,3.03,0.0
20230518:1230,314.96,52.01,327.38,6.04,55.08,12.27,3.1,0.0
20230518:1330,260.87,23.58,292.8,4.78,48.72,12.35,3.17,0.0
20230518:1430,202.84,3.13,246.37,3.61,40.51,12.41,3.17,0.0
20230518:1530,107.54,9.06,132.06,2.06,31.41,12.3,3.17,0.0
20230518:1630,110.12,30.62,115.0,2.08,22.02,12.1,3.03,0.0
20230518:1730,77.5,34.38,75.25,1.35,12.77,12.01,2.9,0.0
20230518:1830,17.54,16.61,19.28,0.32,4.0,11.42,2.55,0.0
20230518:1930,0.0,0.0,0.0,0.0,0.0,10.91,2.69,0.0
20230518:2030,0.0,0.0,0.0,0.0,0.0,10.33,2.55,0.0
20230518:2130,0.0,0.0,0.0,0.0,0.0,9.51,2.34,0.0
20230518:2230,0.0,0.0,0.0,0.0,0.0,8.8,2.21,0.0
20230518:2330,0.0,0.0,0.0,0.0,0.0,7.98,2.07,0.0
20230519:0030,0.0,0.0,0.0,0.0,0.0,7.1,2.0,0.0
20230519:0130,0.0,0.0,0.0,0.0,0.0,6.06,1.93,0.0
20230519:0230,0.0,0.0,0.0,0.0,0.0,5.23,2.0,0.0
20230519:0330,0.0,0.0,5.13,0.08,0.19,4.78,2.0,0.0
20230519:0430,89.62,69.49,54.3,1.08,8.58,4.59,1.86,0.0
20230519:0530,182.23,133.06,96.71,2.79,17.64,6.08,1.59,0.0
20230519:0630,256.08,186.58,128.2,4.74,27.0,8.92,2.14,0.0
20230519:0730,313.07,250.87,128.44,6.69,36.31,10.0,2.76,0.0
20230519:0830,361.82,287.28,148.52,8.47,45.05,11.48,3.17,0.0
20230519:0930,392.54,245.27,227.08,9.21,52.48,13.01,3.66,0.0
20230519:1030,415.11,335.9,163.45,10.73,57.4,14.12,4.34,0.0
20230519:1130,403.86,292.48,195.17,10.24,58.46,15.08,4.48,0.0
20230519:1230,405.91,304.68,187.79,10.31,55.29,15.59,4.41,0.0
20230519:1330,388.99,319.37,156.13,9.79,48.91,16.13,4.41,0.0
20230519:1430,316.5,222.71,168.31,7.22,40.69,16.4,4.28,0.0
20230519:1530,203.71,85.37,172.14,4.04,31.58,16.45,4.21,0.0
20230519:1630,100.02,36.24,100.16,1.94,22.19,16.01,3.93,0.0
20230519:1730,49.53,10.66,64.63,1.01,12.94,14.97,4.0,0.0
20230519:1830,13.16,4.03,24.35,0.36,4.18,13.98,4.07,0.0
20230519:1930,0.0,0.0,0.0,0.0,0.0,13.17,3.45,0.0
20230519:2030,0.0,0.0,0.0,0.0,0.0,12.57,3.31,0.0
20230519:2130,0.0,0.0,0.0,0.0,0.0,12.0,3.24,0.0
20230519:2230,0.0,0.0,0.0,0.0,0.0,11.48,3.17,0.0
20230519:2330,0.0,0.0,0.0,0.0,0.0,11.12,3.03,0.0
20230520:0030,0.0,0.0,0.0,0.0,0.0,10.81,3.03,0.0
20230520:0130,0.0,0.0,0.0,0.0,0.0,10.36,3.17,0.0
20230520:0230,0.0,0.0,0.0,0.0,0.0,10.08,3.31,0.0
20230520:0330,0.0,0.0,3.52,0.05,0.36,9.85,3.45,0.0
20230520:0430,15.75,8.05,23.68,0.38,8.74,9.8,3.59,0.0
20230520:0530,49.99,11.81,62.36,1.02,17.79,10.1,3.38,0.0
20230520:0630,108.14,17.35,123.48,2.04,27.15,10.58,4.76,0.0
20230520:0730,118.08,2.57,148.95,2.19,36.46,10.88,5.03,0.0
20230520:0830,203.85,22.53,225.96,3.74,45.22,11.48,5.38,0.0
20230520:0930,232.97,20.94,261.35,4.26,52.66,12.46,5.66,0.0
20230520:1030,213.56,19.25,241.94,3.96,57.6,13.42,5.86,0.0
20230520:1130,158.19,15.91,183.18,3.03,58.67,14.2,5.72,0.0
20230520:1230,154.3,5.18,190.16,2.86,55.49,14.75,5.17,0.0
20230520:1330,156.66,0.81,197.93,2.86,49.09,15.42,4.83,0.0
20230520:1430,157.52,25.23,175.62,3.06,40.86,16.04,4.41,0.0
20230520:1530,134.6,36.43,139.27,2.66,31.75,16.5,4.21,0.0
20230520:1630,138.24,85.36,98.65,2.6,22.36,16.72,4.14,0.0
20230520:1730,85.02,64.99,58.03,1.38,13.11,16.71,4.41,0.0
20230520:1830,33.18,43.79,16.54,0.36,4.36,16.3,4.07,0.0
20230520:1930,0.0,0.0,0.0,0.0,0.0,15.91,4.14,0.0
20230520:2030,0.0,0.0,0.0,0.0,0.0,15.13,4.07,0.0
