time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230601:0930,421.11,408.77,111.3,10.77,54.36,17.38,2.14,0.0
20230601:1030,435.34,431.52,107.05,11.61,59.55,18.65,2.48,0.0
20230601:1130,435.7,433.49,107.02,11.78,60.76,19.69,2.76,0.0
20230601:1230,423.9,426.76,100.58,11.35,57.52,20.4,3.03,0.0
20230601:1330,400.04,399.12,100.2,10.27,50.99,20.71,3.31,0.0
20230601:1430,364.4,359.27,98.45,8.69,42.65,20.73,3.45,0.0
20230601:1530,316.9,307.29,94.82,6.74,33.48,20.41,3.59,0.0
20230601:1630,256.67,243.9,87.71,4.6,24.09,19.76,3.59,0.0
20230601:1730,179.72,166.59,73.84,2.5,14.88,18.74,3.52,0.0
20230601:1830,84.82,83.29,42.31,0.8,6.19,17.48,3.1,0.0
20230601:1930,0.0,0.0,0.0,0.0,-1.63,15.0,3.03,0.0
20230601:2030,0.0,0.0,0.0,0.0,0.0,13.48,2.83,0.0
20230601:2130,0.0,0.0,0.0,0.0,0.0,12.32,2.48,0.0
20230601:2230,0.0,0.0,0.0,0.0,0.0,11.43,2.14,0.0
20230601:2330,0.0,0.0,0.0,0.0,0.0,10.79,2.07,0.0
20230602:0030,0.0,0.0,0.0,0.0,0.0,10.26,2.07,0.0
20230602:0130,0.0,0.0,0.0,0.0,0.0,9.65,2.0,0.0
20230602:0230,0.0,0.0,0.0,0.0,0.0,9.24,2.0,0.0
20230602:0330,1.68,0.0,9.37,0.13,2.0,8.87,2.14,0.0
20230602:0430,106.63,87.68,56.33,1.25,10.26,8.41,2.07,0.0
20230602:0530,188.75,138.41,97.55,2.84,19.23,8.51,2.55,0.0
20230602:0630,191.31,99.88,135.94,3.43,28.57,9.15,2.34,0.0
20230602:0730,270.45,166.64,159.67,5.34,37.91,9.97,2.34,0.0
20230602:0830,316.42,184.25,196.07,6.67,46.79,11.23,2.34,0.0
20230602:0930,353.99,213.27,212.42,7.9,54.46,12.38,2.41,0.0
20230602:1030,372.2,189.16,259.84,8.26,59.67,13.56,2.69,0.0
20230602:1130,398.83,240.29,241.95,9.29,60.9,14.61,3.03,0.0
20230602:1230,370.8,223.05,227.03,8.55,57.66,15.55,3.31,0.0
20230602:1330,345.72,187.84,233.95,7.6,51.12,16.05,3.45,0.0
20230602:1430,288.99,105.55,249.85,5.77,42.77,16.34,3.59,0.0
20230602:1530,206.97,103.08,157.31,4.06,33.6,16.35,3.66,0.0
20230602:1630,174.65,83.59,140.39,3.14,24.21,16.22,3.72,0.0
20230602:1730,89.32,43.57,80.99,1.53,15.01,15.99,3.86,0.0
20230602:1830,25.1,20.95,25.17,0.42,6.32,15.57,3.52,0.0
20230602:1930,0.0,0.0,0.0,0.0,-1.5,14.56,3.38,0.0
20230602:2030,0.0,0.0,0.0,0.0,0.0,13.87,3.1,0.0
20230602:2130,0.0,0.0,0.0,0.0,0.0,12.82,2.97,0.0
20230602:2230,0.0,0.0,0.0,0.0,0.0,12.02,3.31,0.0
20230602:2330,0.0,0.0,0.0,0.0,0.0,11.17,3.59,0.0
20230603:0030,0.0,0.0,0.0,0.0,0.0,10.35,3.59,0.0
20230603:0130,0.0,0.0,0.0,0.0,0.0,9.75,3.38,0.0
20230603:0230,0.0,0.0,0.0,0.0,0.0,8.98,3.1,0.0
20230603:0330,2.39,0.0,10.72,0.15,2.08,8.29,2.83,0.0
20230603:0430,137.47,117.26,62.8,1.49,10.34,7.88,2.55,0.0
20230603:0530,243.77,216.22,85.43,3.51,19.3,8.51,2.34,0.0
20230603:0630,318.48,291.03,95.0,5.7,28.63,9.98,3.17,0.0
20230603:0730,372.51,348.13,100.02,7.77,37.98,11.35,3.31,0.0
20230603:0830,411.23,390.08,104.89,9.56,46.87,13.12,3.38,0.0
20230603:0930,439.44,424.82,105.98,10.99,54.55,14.95,3.59,0.0
20230603:1030,450.26,437.34,108.56,11.72,59.78,16.47,3.86,0.0
20230603:1130,448.55,439.8,106.5,11.86,61.02,17.48,3.86,0.0
20230603:1230,438.81,439.73,97.81,11.55,57.79,18.2,3.72,0.0
20230603:1330,409.61,404.48,100.95,10.36,51.25,18.73,3.52,0.0
20230603:1430,372.12,363.37,99.68,8.76,42.89,19.0,3.45,0.0
20230603:1530,322.43,307.0,99.08,6.78,33.72,19.01,3.38,0.0
20230603:1630,261.32,244.2,91.21,4.64,24.33,18.76,3.38,0.0
20230603:1730,184.77,170.11,75.69,2.56,15.12,18.26,3.17,0.0
20230603:1830,89.36,87.07,43.94,0.84,6.44,17.32,2.55,0.0
20230603:1930,0.0,0.0,0.0,0.0,-1.37,15.75,2.48,0.0
20230603:2030,0.0,0.0,0.0,0.0,0.0,14.28,2.48,0.0
20230603:2130,0.0,0.0,0.0,0.0,0.0,12.99,2.34,0.0
20230603:2230,0.0,0.0,0.0,0.0,0.0,11.61,2.14,0.0
20230603:2330,0.0,0.0,0.0,0.0,0.0,10.21,2.07,0.0
20230604:0030,0.0,0.0,0.0,0.0,0.0,9.11,1.93,0.0
20230604:0130,0.0,0.0,0.0,0.0,0.0,8.33,1.86,0.0
20230604:0230,0.0,0.0,0.0,0.0,0.0,7.86,1.79,0.0
20230604:0330,2.71,0.0,11.28,0.16,2.16,7.54,1.72,0.0
20230604:0430,150.85,132.96,63.31,1.58,10.41,7.64,1.52,0.0
20230604:0530,244.4,220.08,85.24,3.54,19.36,9.42,1.1,0.0
20230604:0630,311.84,292.41,94.95,5.71,28.7,13.08,1.38,0.0
20230604:0730,366.81,350.53,99.75,7.8,38.05,14.27,2.21,0.0
20230604:0830,406.17,394.96,102.49,9.6,46.94,15.91,2.69,0.0
20230604:0930,432.79,426.03,103.77,10.95,54.64,17.27,3.17,0.0
20230604:1030,446.04,442.88,104.22,11.75,59.89,18.33,3.38,0.0
20230604:1130,445.33,445.07,104.1,11.92,61.15,19.19,3.17,0.0
20230604:1230,432.21,432.8,103.23,11.46,57.91,19.9,3.03,0.0
20230604:1330,407.4,406.69,101.68,10.4,51.37,20.39,2.97,0.0
20230604:1430,371.51,367.45,99.35,8.82,43.01,20.69,3.1,0.0
20230604:1530,323.91,315.96,95.55,6.87,33.83,20.72,3.17,0.0
20230604:1630,263.78,252.28,89.04,4.72,24.44,20.49,3.17,0.0
20230604:1730,187.53,175.57,75.62,2.61,15.24,19.97,2.9,0.0
20230604:1830,91.72,89.74,44.99,0.87,6.56,18.83,2.34,0.0
20230604:1930,0.0,0.0,0.0,0.0,-1.25,17.13,2.34,0.0
20230604:2030,0.0,0.0,0.0,0.0,0.0,15.29,2.28,0.0
20230604:2130,0.0,0.0,0.0,0.0,0.0,13.49,2.14,0.0
20230604:2230,0.0,0.0,0.0,0.0,0.0,11.97,2.07,0.0
20230604:2330,0.0,0.0,0.0,0.0,0.0,10.95,2.07,0.0
20230605:0030,0.0,0.0,0.0,0.0,0.0,10.39,2.0,0.0
20230605:0130,0.0,0.0,0.0,0.0,0.0,9.87,1.93,0.0
20230605:0230,0.0,0.0,0.0,0.0,0.0,9.38,1.93,0.0
20230605:0330,2.81,0.0,11.52,0.17,2.23,8.97,1.93,0.0
20230605:0430,150.32,133.09,63.34,1.58,10.47,8.95,1.79,0.0
20230605:0530,242.43,219.43,84.96,3.53,19.42,10.85,1.31,0.0
20230605:0630,308.98,292.16,94.47,5.69,28.75,14.71,1.38,0.0
20230605:0730,362.3,348.58,100.44,7.76,38.1,16.26,2.14,0.0
20230605:0830,400.7,385.65,110.8,9.52,47.01,18.07,2.48,0.0
20230605:0930,427.96,424.03,106.1,10.92,54.72,19.77,3.17,0.0
20230605:1030,441.0,433.55,113.23,11.66,59.99,20.85,3.59,0.0
20230605:1130,444.71,453.74,99.76,12.03,61.26,21.6,3.52,0.0
20230605:1230,419.96,408.74,116.58,11.1,58.03,22.24,3.38,0.0
20230605:1330,384.83,348.09,135.92,9.63,51.48,22.69,3.38,0.0
20230605:1430,363.03,348.78,111.12,8.62,43.12,22.9,3.45,0.0
20230605:1530,270.4,226.45,121.02,5.67,33.94,23.01,3.45,0.0
20230605:1630,189.19,151.16,99.21,3.47,24.55,22.73,3.31,0.0
20230605:1730,163.74,140.68,81.95,2.38,15.35,22.06,2.9,0.0
20230605:1830,77.73,75.69,41.92,0.8,6.68,20.96,2.48,0.0
20230605:1930,0.0,0.0,0.0,0.0,-1.14,19.23,1.86,0.0
20230605:2030,0.0,0.0,0.0,0.0,0.0,16.81,1.72,0.0
20230605:2130,0.0,0.0,0.0,0.0,0.0,15.51,1.52,0.0
20230605:2230,0.0,0.0,0.0,0.0,0.0,15.14,1.24,0.0
20230605:2330,0.0,0.0,0.0,0.0,0.0,14.68,1.17,0.0
20230606:0030,0.0,0.0,0.0,0.0,0.0,13.76,1.24,0.0
20230606:0130,0.0,0.0,0.0,0.0,0.0,13.35,1.17,0.0
20230606:0230,0.0,0.0,0.0,0.0,0.0,13.63,1.03,0.0
20230606:0330,35.45,46.92,14.5,0.25,2.3,13.65,0.83,0.0
20230606:0430,134.82,117.5,63.88,1.5,10.53,13.2,0.9,0.0
20230606:0530,219.67,181.41,98.78,3.3,19.48,13.31,0.69,0.0
20230606:0630,248.29,204.5,109.64,4.59,28.8,16.03,1.03,0.0
20230606:0730,218.09,135.93,139.48,4.46,38.16,17.59,1.86,0.0
20230606:0830,316.12,210.3,182.87,6.97,47.07,18.16,1.93,0.0
20230606:0930,371.35,226.55,237.18,8.53,54.79,19.34,1.79,0.0
20230606:1030,398.12,286.0,209.52,9.74,60.08,20.38,2.69,0.0
20230606:1130,382.07,288.32,185.12,9.48,61.37,20.99,3.72,0.0
20230606:1230,310.43,197.47,188.32,7.29,58.15,21.27,4.41,0.0
20230606:1330,240.52,137.19,165.3,5.39,51.59,21.12,4.55,0.0
20230606:1430,211.11,109.39,158.89,4.48,43.23,20.61,4.14,0.0
20230606:1530,162.13,77.19,133.98,3.26,34.05,20.24,3.66,0.0
20230606:1630,167.37,107.84,111.77,3.06,24.66,19.65,3.17,0.0
20230606:1730,118.18,98.13,65.42,1.8,15.46,19.19,2.83,0.0
20230606:1830,23.93,16.81,27.78,0.45,6.78,18.52,2.21,0.0
20230606:1930,0.0,0.0,0.0,0.0,-1.02,17.56,1.17,0.0
20230606:2030,0.0,0.0,0.0,0.0,0.0,16.59,1.17,0.0
20230606:2130,0.0,0.0,0.0,0.0,0.0,15.77,1.24,0.0
20230606:2230,0.0,0.0,0.0,0.0,0.0,15.34,1.38,0.0
20230606:2330,0.0,0.0,0.0,0.0,0.0,14.9,1.31,0.0
20230607:0030,0.0,0.0,0.0,0.0,0.0,14.69,1.17,0.0
20230607:0130,0.0,0.0,0.0,0.0,0.0,14.67,1.31,0.0
20230607:0230,0.0,0.0,0.0,0.0,0.0,14.54,1.38,0.0
20230607:0330,6.42,12.67,6.36,0.11,2.36,14.07,1.52,0.0
20230607:0430,48.15,33.63,41.04,0.77,10.58,14.01,1.52,0.0
20230607:0530,141.42,106.88,79.14,2.25,19.52,14.37,1.45,0.0
20230607:0630,130.12,37.84,132.12,2.45,28.85,15.46,2.0,0.0
20230607:0730,248.76,160.57,149.0,5.03,38.2,16.08,2.14,0.0
20230607:0830,244.87,118.73,186.29,5.12,47.12,17.48,2.48,0.0
20230607:0930,319.95,228.95,165.46,7.46,54.86,18.19,2.76,0.0
20230607:1030,312.27,175.13,210.63,7.11,60.16,19.23,3.38,0.0
20230607:1130,362.45,292.53,153.97,9.07,61.47,19.88,3.66,0.0
20230607:1230,404.11,352.18,148.35,10.27,58.25,20.91,3.86,0.0
20230607:1330,349.86,260.12,176.67,8.29,51.7,21.76,3.93,0.0
20230607:1430,321.22,289.04,115.13,7.44,43.33,22.01,4.0,0.0
20230607:1530,276.23,218.25,133.59,5.7,34.15,22.13,4.14,0.0
20230607:1630,202.31,181.54,84.01,3.68,24.76,22.06,4.14,0.0
20230607:1730,133.0,92.16,89.91,2.07,15.56,21.53,3.66,0.0
20230607:1830,60.76,50.49,43.97,0.76,6.89,20.82,2.83,0.0
20230607:1930,0.0,0.0,0.0,0.0,-0.92,19.65,2.28,0.0
20230607:2030,0.0,0.0,0.0,0.0,0.0,18.2,1.93,0.0
20230607:2130,0.0,0.0,0.0,0.0,0.0,17.03,2.0,0.0
20230607:2230,0.0,0.0,0.0,0.0,0.0,16.3,2.14,0.0
20230607:2330,0.0,0.0,0.0,0.0,0.0,15.81,2.14,0.0
20230608:0030,0.0,0.0,0.0,0.0,0.0,15.37,1.93,0.0
20230608:0130,0.0,0.0,0.0,0.0,0.0,14.73,1.79,0.0
20230608:0230,0.0,0.0,0.0,0.0,0.0,14.31,1.66,0.0
20230608:0330,15.08,22.56,10.05,0.17,2.41,13.8,1.59,0.0
20230608:0430,62.52,36.37,55.51,0.98,10.63,13.72,1.72,0.0
20230608:0530,138.5,91.76,90.55,2.25,19.57,14.88,1.59,0.0
20230608:0630,225.12,154.6,129.47,4.12,28.89,16.16,1.93,0.0
20230608:0730,293.62,213.31,153.49,6.05,38.25,18.0,2.14,0.0
20230608:0830,362.8,298.37,153.4,8.33,47.17,19.33,2.41,0.0
20230608:0930,358.15,244.85,202.25,8.38,54.92,20.56,2.48,0.0
20230608:1030,388.56,307.78,178.07,9.72,60.24,21.41,2.55,0.0
20230608:1130,337.88,271.03,152.21,8.52,61.57,22.35,2.83,0.0
20230608:1230,365.11,276.1,181.73,9.01,58.36,22.76,3.31,0.0
20230608:1330,348.75,253.65,185.71,8.27,51.8,23.24,3.52,0.0
20230608:1430,334.53,286.49,138.05,7.74,43.43,23.55,3.52,0.0
20230608:1530,276.78,207.37,148.43,5.72,34.25,23.81,3.52,0.0
20230608:1630,184.69,136.92,108.21,3.4,24.86,23.72,3.38,0.0
20230608:1730,86.44,47.94,77.02,1.52,15.66,23.21,2.83,0.0
20230608:1830,50.69,38.43,42.99,0.71,6.99,22.05,2.07,0.0
20230608:1930,0.0,0.0,0.0,0.0,-0.82,20.27,1.93,0.0
20230608:2030,0.0,0.0,0.0,0.0,0.0,18.82,1.93,0.0
20230608:2130,0.0,0.0,0.0,0.0,0.0,17.45,1.86,0.0
20230608:2230,0.0,0.0,0.0,0.0,0.0,16.18,1.72,0.0
20230608:2330,0.0,0.0,0.0,0.0,0.0,15.29,1.59,0.0
20230609:0030,0.0,0.0,0.0,0.0,0.0,14.77,1.59,0.0
20230609:0130,0.0,0.0,0.0,0.0,0.0,14.56,1.45,0.0
20230609:0230,0.0,0.0,0.0,0.0,0.0,14.64,1.24,0.0
20230609:0330,34.23,44.81,14.83,0.25,2.46,14.18,1.24,0.0
20230609:0430,126.18,109.36,61.49,1.44,10.67,13.89,1.24,0.0
20230609:0530,218.44,191.35,89.79,3.28,19.6,15.51,0.9,0.0
20230609:0630,282.18,255.25,103.98,5.24,28.92,18.66,1.45,0.0
20230609:0730,289.06,231.87,130.45,6.03,38.28,19.09,2.55,0.0
20230609:0830,337.45,266.62,153.98,7.67,47.21,20.14,2.9,0.0
20230609:0930,396.95,349.72,145.23,9.82,54.97,21.4,3.17,0.0
20230609:1030,420.76,405.92,120.59,11.05,60.32,22.96,3.52,0.0
20230609:1130,424.94,411.96,121.26,11.32,61.66,24.21,4.07,0.0
20230609:1230,398.63,385.59,116.76,10.49,58.45,24.97,4.14,0.0
20230609:1330,343.01,320.0,114.84,8.61,51.89,25.29,4.07,0.0
20230609:1430,308.73,273.44,120.62,7.19,43.52,25.16,4.21,0.0
20230609:1530,292.72,277.39,99.81,6.23,34.34,24.86,4.28,0.0
20230609:1630,223.97,201.78,93.16,4.08,24.95,24.38,4.14,0.0
20230609:1730,134.27,120.05,66.88,2.03,15.75,23.97,3.59,0.0
20230609:1830,71.5,70.11,39.9,0.78,7.08,22.96,2.83,0.0
20230609:1930,0.0,0.0,0.0,0.0,-0.72,21.65,2.34,0.0
20230609:2030,0.0,0.0,0.0,0.0,0.0,20.33,2.34,0.0
20230609:2130,0.0,0.0,0.0,0.0,0.0,19.11,2.48,0.0
20230609:2230,0.0,0.0,0.0,0.0,0.0,18.21,2.83,0.0
20230609:2330,0.0,0.0,0.0,0.0,0.0,17.34,2.76,0.0
20230610:0030,0.0,0.0,0.0,0.0,0.0,16.4,2.48,0.0
20230610:0130,0.0,0.0,0.0,0.0,0.0,15.38,2.28,0.0
20230610:0230,0.0,0.0,0.0,0.0,0.0,14.22,1.93,0.0
20230610:0330,41.01,52.92,15.51,0.27,2.5,13.16,1.86,0.0
20230610:0430,140.45,124.79,62.39,1.53,10.7,12.83,1.72,0.0
20230610:0530,230.79,208.96,85.31,3.4,19.63,14.54,1.45,0.0
20230610:0630,298.21,279.28,96.03,5.47,28.95,17.39,2.21,0.0
20230610:0730,352.54,334.64,103.47,7.48,38.31,18.25,2.97,0.0
20230610:0830,389.53,376.36,107.95,9.19,47.25,19.81,2.97,0.0
20230610:0930,415.5,409.34,108.8,10.54,55.02,21.46,3.17,0.0
20230610:1030,428.34,428.17,107.6,11.33,60.38,22.99,3.59,0.0
20230610:1130,413.13,403.0,114.63,10.98,61.74,24.14,4.14,0.0
20230610:1230,370.42,301.62,163.73,9.29,58.54,24.77,4.76,0.0
20230610:1330,320.15,243.59,160.78,7.64,51.99,24.92,4.97,0.0
20230610:1430,275.49,223.72,127.52,6.29,43.61,24.92,5.1,0.0
20230610:1530,236.59,194.87,111.27,4.96,34.43,24.74,5.03,0.0
20230610:1630,174.86,153.71,79.95,3.24,25.04,24.43,4.83,0.0
20230610:1730,151.55,136.4,72.0,2.24,15.84,23.93,3.72,0.0
20230610:1830,55.13,52.91,35.51,0.68,7.17,23.34,3.17,0.0
20230610:1930,0.0,0.0,0.0,0.0,-0.63,22.04,3.17,0.0
20230610:2030,0.0,0.0,0.0,0.0,0.0,20.89,2.83,0.0
20230610:2130,0.0,0.0,0.0,0.0,0.0,19.95,2.41,0.0
20230610:2230,0.0,0.0,0.0,0.0,0.0,18.86,2.14,0.0
20230610:2330,0.0,0.0,0.0,0.0,0.0,17.7,1.93,0.0
20230611:0030,0.0,0.0,0.0,0.0,0.0,16.51,1.79,0.0
20230611:0130,0.0,0.0,0.0,0.0,0.0,15.42,2.0,0.0
20230611:0230,0.0,0.0,0.0,0.0,0.0,14.83,2.34,0.0
20230611:0330,40.64,52.72,15.44,0.27,2.53,14.27,2.41,0.0
20230611:0430,142.63,127.66,62.75,1.55,10.73,13.98,2.28,0.0
20230611:0530,234.56,213.73,85.46,3.45,19.66,15.49,2.07,0.0
20230611:0630,299.73,273.62,102.73,5.48,28.97,17.66,2.76,0.0
20230611:0730,359.59,348.37,100.86,7.68,38.33,19.3,2.9,0.0
20230611:0830,400.01,396.38,103.42,9.52,47.28,20.97,3.1,0.0
20230611:0930,428.17,431.59,104.53,10.95,55.06,22.48,3.38,0.0
20230611:1030,443.59,449.22,105.4,11.77,60.44,23.55,4.21,0.0
20230611:1130,446.1,453.64,104.61,11.99,61.82,24.09,4.48,0.0
20230611:1230,434.98,445.36,101.14,11.58,58.63,24.48,4.34,0.0
20230611:1330,409.91,417.01,100.89,10.5,52.07,24.74,4.14,0.0
20230611:1430,372.04,372.53,101.03,8.87,43.69,24.85,4.0,0.0
20230611:1530,322.17,318.25,96.32,6.88,34.51,24.77,3.93,0.0
20230611:1630,262.38,253.39,90.14,4.75,25.12,24.45,3.93,0.0
20230611:1730,186.8,175.59,77.16,2.66,15.93,23.88,3.79,0.0
20230611:1830,92.51,89.44,47.45,0.94,7.26,22.93,3.17,0.0
20230611:1930,0.0,0.0,0.0,0.0,-0.54,21.58,2.69,0.0
20230611:2030,0.0,0.0,0.0,0.0,0.0,20.09,2.69,0.0
20230611:2130,0.0,0.0,0.0,0.0,0.0,18.94,2.62,0.0
20230611:2230,0.0,0.0,0.0,0.0,0.0,17.87,2.48,0.0
20230611:2330,0.0,0.0,0.0,0.0,0.0,16.81,2.34,0.0
20230612:0030,0.0,0.0,0.0,0.0,0.0,15.8,2.28,0.0
20230612:0130,0.0,0.0,0.0,0.0,0.0,15.06,2.21,0.0
20230612:0230,0.0,0.0,0.0,0.0,0.0,14.2,2.07,0.0
20230612:0330,38.57,50.04,15.15,0.26,2.56,13.6,1.93,0.0
20230612:0430,133.32,112.18,66.05,1.5,10.76,13.1,1.79,0.0
20230612:0530,231.73,208.44,87.11,3.41,19.68,14.84,1.45,0.0
20230612:0630,303.35,285.51,97.67,5.57,28.99,17.81,1.79,0.0
20230612:0730,357.23,345.36,102.5,7.64,38.35,19.54,2.48,0.0
20230612:0830,395.09,387.01,106.19,9.36,47.3,21.11,3.31,0.0
20230612:0930,422.52,396.35,129.26,10.56,55.1,22.0,4.07,0.0
20230612:1030,434.06,409.59,130.7,11.27,60.49,22.58,4.14,0.0
20230612:1130,439.71,419.92,129.11,11.6,61.89,23.14,4.07,0.0
20230612:1230,429.34,402.97,135.01,11.16,58.71,23.58,4.07,0.0
20230612:1330,395.21,395.05,102.22,10.03,52.15,23.87,4.0,0.0
20230612:1430,369.72,358.92,109.38,8.72,43.77,23.91,4.0,0.0
20230612:1530,324.58,317.91,97.54,6.89,34.59,23.82,4.0,0.0
20230612:1630,265.55,254.66,91.08,4.78,25.2,23.51,4.0,0.0
20230612:1730,190.93,179.21,77.49,2.7,16.01,22.94,3.86,0.0
20230612:1830,97.15,93.93,48.32,0.97,7.34,22.08,3.38,0.0
20230612:1930,0.0,0.0,0.0,0.0,-0.46,20.77,3.38,0.0
20230612:2030,0.0,0.0,0.0,0.0,0.0,19.52,3.52,0.0
20230612:2130,0.0,0.0,0.0,0.0,0.0,18.53,3.59,0.0
20230612:2230,0.0,0.0,0.0,0.0,0.0,17.63,3.24,0.0
20230612:2330,0.0,0.0,0.0,0.0,0.0,16.69,2.62,0.0
20230613:0030,0.0,0.0,0.0,0.0,0.0,15.61,2.14,0.0
20230613:0130,0.0,0.0,0.0,0.0,0.0,14.13,1.72,0.0
20230613:0230,0.0,0.0,0.0,0.0,0.0,13.38,1.38,0.0
20230613:0330,44.45,56.34,16.57,0.29,2.59,13.4,1.1,0.0
20230613:0430,150.66,134.78,64.93,1.61,10.77,12.85,1.1,0.0
20230613:0530,240.78,219.83,87.23,3.53,19.69,14.17,0.69,0.0
20230613:0630,306.45,290.43,97.69,5.64,29.0,17.04,0.9,0.0
20230613:0730,362.09,351.26,102.49,7.73,38.37,18.34,1.72,0.0
20230613:0830,398.74,383.9,115.2,9.43,47.32,19.85,2.07,0.0
20230613:0930,414.35,413.7,104.73,10.53,55.13,20.91,2.28,0.0
20230613:1030,428.93,393.94,143.02,11.1,60.54,21.8,2.69,0.0
20230613:1130,434.41,420.63,123.02,11.5,61.95,22.45,3.1,0.0
20230613:1230,422.19,354.77,175.85,10.71,58.78,23.06,3.24,0.0
20230613:1330,397.26,368.01,133.36,9.94,52.23,23.45,3.17,0.0
20230613:1430,317.88,198.32,205.24,6.94,43.85,23.85,3.59,0.0
20230613:1530,230.15,152.8,143.93,4.7,34.67,23.62,4.07,0.0
20230613:1630,206.2,131.13,137.52,3.73,25.28,22.79,4.41,0.0
20230613:1730,177.38,160.88,77.46,2.54,16.08,22.03,4.0,0.0
20230613:1830,91.81,87.38,47.36,0.94,7.42,21.23,3.38,0.0
20230613:1930,0.0,0.0,0.0,0.0,-0.39,20.0,3.24,0.0
20230613:2030,0.0,0.0,0.0,0.0,0.0,18.78,3.17,0.0
20230613:2130,0.0,0.0,0.0,0.0,0.0,17.64,3.38,0.0
20230613:2230,0.0,0.0,0.0,0.0,0.0,16.66,3.59,0.0
20230613:2330,0.0,0.0,0.0,0.0,0.0,15.53,3.38,0.0
20230614:0030,0.0,0.0,0.0,0.0,0.0,14.51,3.17,0.0
20230614:0130,0.0,0.0,0.0,0.0,0.0,13.53,2.97,0.0
20230614:0230,0.0,0.0,0.0,0.0,0.0,12.83,2.83,0.0
20230614:0330,43.0,53.89,16.59,0.28,2.6,12.17,2.69,0.0
20230614:0430,146.17,128.0,64.54,1.57,10.79,11.96,2.62,0.0
20230614:0530,240.29,212.01,89.19,3.47,19.7,12.74,2.69,0.0
20230614:0630,311.69,282.0,100.44,5.55,29.01,13.94,3.72,0.0
20230614:0730,367.85,341.38,105.87,7.6,38.37,14.63,3.66,0.0
20230614:0830,398.61,362.56,120.17,9.06,47.33,16.15,4.48,0.0
20230614:0930,377.85,263.36,194.55,8.62,55.15,17.64,5.45,0.0
20230614:1030,301.13,80.83,288.71,6.04,60.58,18.49,5.31,0.0
20230614:1130,275.25,69.79,270.05,5.53,62.01,18.77,4.83,0.0
20230614:1230,332.37,158.95,249.68,7.28,58.85,19.23,4.48,0.0
20230614:1330,236.4,47.17,249.39,4.62,52.3,20.0,4.41,0.0
20230614:1430,202.87,48.88,208.38,3.97,43.92,19.91,4.28,0.0
20230614:1530,171.39,53.66,167.34,3.33,34.74,19.93,4.07,0.0
20230614:1630,148.91,93.33,103.44,2.75,25.35,19.86,3.86,0.0
20230614:1730,108.43,72.79,77.38,1.75,16.15,19.65,3.45,0.0
20230614:1830,69.56,60.91,44.11,0.82,7.49,19.28,2.62,0.0
20230614:1930,0.0,0.0,0.0,0.0,-0.32,18.14,2.48,0.0
20230614:2030,0.0,0.0,0.0,0.0,0.0,17.04,2.0,0.0
20230614:2130,0.0,0.0,0.0,0.0,0.0,15.6,1.59,0.0
20230614:2230,0.0,0.0,0.0,0.0,0.0,14.86,1.17,0.0
20230614:2330,0.0,0.0,0.0,0.0,0.0,15.66,0.83,0.0
20230615:0030,0.0,0.0,0.0,0.0,0.0,14.51,0.97,0.0
20230615:0130,0.0,0.0,0.0,0.0,0.0,12.86,1.17,0.0
20230615:0230,0.0,0.0,0.0,0.0,0.0,11.53,1.31,0.0
20230615:0330,37.93,47.17,16.31,0.27,2.62,10.93,1.31,0.0
20230615:0430,121.77,99.16,63.72,1.41,10.79,11.04,1.17,0.0
20230615:0530,219.44,185.61,93.9,3.25,19.7,13.44,0.62,0.0
20230615:0630,284.63,248.15,111.21,5.19,29.01,16.37,0.83,0.0
20230615:0730,355.83,338.59,105.76,7.54,38.38,17.61,1.66,0.0
20230615:0830,363.58,332.54,120.69,8.44,47.34,19.01,1.86,0.0
20230615:0930,366.72,313.54,143.38,8.92,55.16,20.01,2.07,0.0
20230615:1030,402.26,365.07,136.42,10.29,60.61,20.79,2.34,0.0
20230615:1130,402.15,306.75,196.91,10.01,62.05,21.54,2.41,0.0
20230615:1230,393.86,300.44,194.49,9.72,58.91,22.13,2.48,0.0
20230615:1330,379.7,340.05,138.47,9.39,52.36,22.57,2.62,0.0
20230615:1430,305.65,234.76,152.87,6.88,43.99,22.76,2.83,0.0
20230615:1530,234.07,144.08,156.31,4.73,34.8,22.3,3.1,0.0
20230615:1630,221.64,168.22,119.15,3.98,25.41,21.51,3.38,0.0
20230615:1730,164.12,141.3,79.12,2.39,16.22,20.72,3.31,0.0
20230615:1830,91.57,84.99,48.75,0.96,7.55,20.07,2.21,0.0
20230615:1930,0.0,0.0,0.0,0.0,-0.25,19.12,2.21,0.0
20230615:2030,0.0,0.0,0.0,0.0,0.0,17.22,1.31,0.0
20230615:2130,0.0,0.0,0.0,0.0,0.0,15.64,1.52,0.0
20230615:2230,0.0,0.0,0.0,0.0,0.0,14.02,1.93,0.0
20230615:2330,0.0,0.0,0.0,0.0,0.0,13.19,2.0,0.0
20230616:0030,0.0,0.0,0.0,0.0,0.0,12.67,2.07,0.0
20230616:0130,0.0,0.0,0.0,0.0,0.0,12.44,2.07,0.0
20230616:0230,0.0,0.0,0.0,0.0,0.0,12.14,2.07,0.0
20230616:0330,35.49,46.4,14.24,0.25,2.62,12.16,2.07,0.0
20230616:0430,120.76,97.71,64.19,1.4,10.79,11.96,2.0,0.0
20230616:0530,204.46,157.45,102.01,3.06,19.7,13.4,1.66,0.0
