Datetime (UTC),temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation
2023-09-26 17:00:00,18.7,0.4,270,0,55.0,0.0
2023-09-26 18:00:00,16.2,4.6,321,5,0.0,0.0
2023-09-26 19:00:00,15.5,4.2,340,8,0.0,0.0
2023-09-26 20:00:00,14.9,0.5,45,86,0.0,0.0
2023-09-26 21:00:00,13.8,2.9,180,100,0.0,0.0
2023-09-26 22:00:00,12.9,2.9,173,54,0.0,0.0
2023-09-26 23:00:00,11.7,1.5,166,100,0.0,0.0
2023-09-27 00:00:00,11.2,2.5,278,100,0.0,0.0
2023-09-27 01:00:00,12.1,1.6,27,100,0.0,0.0
2023-09-27 02:00:00,11.2,2.2,180,100,0.0,0.0
2023-09-27 03:00:00,10.7,0.7,180,100,0.0,0.0
2023-09-27 04:00:00,10.6,3.0,284,100,0.0,0.0
2023-09-27 05:00:00,10.4,0.8,207,100,0.0,0.0
2023-09-27 06:00:00,10.2,4.1,165,100,11.0,0.0
2023-09-27 07:00:00,11.0,1.9,158,100,63.0,0.0
2023-09-27 08:00:00,13.6,3.6,127,61,193.0,0.0
2023-09-27 09:00:00,15.8,5.8,150,0,394.0,0.0
2023-09-27 10:00:00,19.2,6.4,137,0,500.0,0.0
2023-09-27 11:00:00,21.3,2.1,239,100,557.0,0.0
2023-09-27 12:00:00,22.6,5.2,168,22,568.0,0.0
2023-09-27 13:00:00,23.1,4.3,138,100,492.0,0.0
2023-09-27 14:00:00,23.3,8.6,123,76,441.0,0.0
2023-09-27 15:00:00,23.3,7.7,127,100,320.0,0.0
2023-09-27 16:00:00,21.9,7.4,129,15,180.0,0.0
2023-09-27 17:00:00,19.5,6.4,142,0,51.0,0.0
2023-09-27 18:00:00,17.5,4.3,175,100,0.0,0.0
2023-09-27 19:00:00,16.9,0.5,135,10,0.0,0.0
2023-09-27 20:00:00,16.0,3.1,225,48,0.0,0.0
2023-09-27 21:00:00,15.2,2.3,219,71,0.0,0.0
2023-09-27 22:00:00,14.3,2.9,180,16,0.0,0.0
2023-09-27 23:00:00,12.9,4.1,165,0,0.0,0.0
2023-09-28 00:00:00,11.4,3.9,158,88,0.0,0.0
2023-09-28 01:00:00,11.0,3.2,153,100,0.0,0.0
2023-09-28 02:00:00,10.0,2.7,157,100,0.0,0.0
2023-09-28 03:00:00,10.4,1.8,127,100,0.0,0.0
2023-09-28 04:00:00,9.6,3.4,198,100,0.0,0.0
2023-09-28 05:00:00,10.1,3.3,193,100,0.0,0.0
2023-09-28 06:00:00,9.8,3.6,143,100,13.0,0.0
2023-09-28 07:00:00,11.5,1.9,112,100,83.0,0.0
2023-09-28 08:00:00,14.4,4.3,138,80,187.0,0.0
2023-09-28 09:00:00,17.5,3.8,163,0,355.0,0.0
2023-09-28 10:00:00,21.1,4.7,247,0,498.0,0.0
2023-09-28 11:00:00,22.4,7.1,195,0,559.0,0.0
2023-09-28 12:00:00,23.2,8.0,170,100,557.0,0.0
2023-09-28 13:00:00,24.1,8.3,198,75,522.0,0.0
2023-09-28 14:00:00,24.4,6.9,219,100,429.0,0.0
2023-09-28 15:00:00,24.3,5.2,236,100,300.0,0.0
2023-09-28 16:00:00,22.8,4.6,225,100,161.0,0.0
2023-09-28 17:00:00,19.8,4.7,238,99,43.0,0.0
2023-09-28 18:00:00,17.4,5.2,254,100,0.0,0.0
2023-09-28 19:00:00,17.6,3.3,186,100,0.0,0.0
2023-09-28 20:00:00,16.2,2.5,172,100,0.0,0.0
2023-09-28 21:00:00,14.7,2.9,173,100,0.0,0.0
2023-09-28 22:00:00,14.0,3.7,169,100,0.0,0.0
2023-09-28 23:00:00,13.7,2.6,196,87,0.0,0.0
2023-09-29 00:00:00,12.5,4.8,153,77,0.0,0.0
2023-09-29 01:00:00,12.2,1.8,217,59,0.0,0.0
2023-09-29 02:00:00,11.7,3.3,139,34,0.0,0.0
2023-09-29 03:00:00,11.4,3.4,162,100,0.0,0.0
2023-09-29 04:00:00,12.3,2.3,162,100,0.0,0.0
2023-09-29 05:00:00,12.7,2.5,172,100,0.0,0.0
2023-09-29 06:00:00,12.6,4.1,128,100,5.0,0.0
2023-09-29 07:00:00,14.2,3.7,151,100,56.0,0.0
2023-09-29 08:00:00,16.5,4.7,157,63,167.0,0.0
2023-09-29 09:00:00,17.5,6.5,146,96,221.0,0.0
2023-09-29 10:00:00,18.9,6.8,155,85,293.0,0.0
2023-09-29 11:00:00,21.2,11.2,165,50,442.0,0.0
2023-09-29 12:00:00,22.8,13.0,194,78,510.0,0.0
2023-09-29 13:00:00,22.9,14.0,215,64,409.0,0.0
2023-09-29 14:00:00,22.4,14.1,232,100,288.0,0.0
2023-09-29 15:00:00,21.8,13.6,230,98,74.0,0.1
2023-09-29 16:00:00,20.8,16.4,255,94,76.0,0.0
2023-09-29 17:00:00,19.1,15.4,254,100,26.0,0.0
2023-09-29 18:00:00,17.9,12.3,263,96,0.0,0.0
2023-09-29 19:00:00,16.9,6.9,279,100,0.0,0.0
2023-09-29 20:00:00,17.2,15.4,307,100,0.0,0.0
2023-09-29 21:00:00,15.8,20.2,320,89,0.0,0.3
2023-09-29 22:00:00,14.5,15.8,315,75,0.0,0.0
2023-09-29 23:00:00,13.4,13.4,324,69,0.0,0.0
2023-09-30 00:00:00,12.4,10.2,321,40,0.0,0.0
2023-09-30 01:00:00,11.6,10.2,318,100,0.0,0.0
2023-09-30 02:00:00,10.9,12.0,321,80,0.0,0.0
2023-09-30 03:00:00,10.6,7.4,317,100,0.0,0.0
2023-09-30 04:00:00,9.7,4.6,309,100,0.0,0.0
2023-09-30 05:00:00,8.0,5.0,300,100,0.0,0.0
2023-09-30 06:00:00,9.0,4.6,309,100,14.0,0.0
2023-09-30 07:00:00,11.0,4.5,299,100,92.0,0.0
2023-09-30 08:00:00,12.3,5.0,291,49,235.0,0.0
2023-09-30 09:00:00,13.9,4.2,290,55,379.0,0.0
2023-09-30 10:00:00,14.9,4.5,299,63,451.0,0.0
2023-09-30 11:00:00,16.0,3.3,257,46,510.0,0.0
2023-09-30 12:00:00,16.8,5.7,288,64,549.0,0.0
2023-09-30 13:00:00,17.1,6.8,288,43,523.0,0.0
2023-09-30 14:00:00,17.0,6.8,302,30,438.0,0.0
2023-09-30 15:00:00,16.6,6.1,298,37,316.0,0.0
2023-09-30 16:00:00,15.3,4.1,315,50,170.0,0.0
2023-09-30 17:00:00,12.5,5.9,317,7,39.0,0.0
2023-09-30 18:00:00,11.2,5.4,318,79,0.0,0.0
2023-09-30 19:00:00,10.9,4.5,299,98,0.0,0.0
2023-09-30 20:00:00,10.3,5.2,282,100,0.0,0.0
2023-09-30 21:00:00,9.9,3.2,270,100,0.0,0.0
2023-09-30 22:00:00,9.4,3.3,221,100,0.0,0.0
2023-09-30 23:00:00,9.0,1.8,233,86,0.0,0.0
