time,P,G(i),H_sun,T2m,WS10m,Int
20220508:0310,0.0,0.0,0.0,8.56,1.66,0.0
20220508:0410,0.0,3.0,3.36,7.83,1.72,0.0
20220508:0510,20.01,37.0,12.35,8.6,1.66,0.0
20220508:0610,104.47,139.0,21.71,10.7,1.93,0.0
20220508:0710,262.71,322.0,31.1,11.41,2.55,0.0
20220508:0810,315.29,384.0,40.04,12.18,2.76,0.0
20220508:0910,378.06,462.0,47.9,13.35,2.55,0.0
20220508:1010,236.57,296.0,53.66,14.42,2.41,0.0
20220508:1110,487.97,602.0,56.08,14.67,2.34,0.0
20220508:1210,484.58,600.0,54.4,15.46,2.28,0.0
20220508:1310,223.71,283.0,49.16,16.19,2.41,0.0
20220508:1410,381.04,472.0,41.61,16.63,2.48,0.0
20220508:1510,357.28,444.0,32.81,16.87,2.55,0.0
20220508:1610,262.53,337.0,23.47,16.49,2.9,0.0
20220508:1710,122.52,180.0,14.07,15.95,2.62,0.0
20220508:1810,13.26,32.38,4.99,15.03,2.07,0.0
20220508:1910,0.0,0.0,0.0,13.96,2.0,0.0
20220508:2010,0.0,0.0,0.0,12.84,1.93,0.0
20220508:2110,0.0,0.0,0.0,12.26,1.93,0.0
20220508:2210,0.0,0.0,0.0,11.32,1.93,0.0
20220508:2310,0.0,0.0,0.0,10.5,1.93,0.0
20220509:0010,0.0,0.0,0.0,9.65,1.79,0.0
20220509:0110,0.0,0.0,0.0,9.03,1.72,0.0
20220509:0210,0.0,0.0,0.0,8.23,1.79,0.0
20220509:0310,0.0,0.0,0.0,7.54,1.79,0.0
20220509:0410,0.99,8.0,3.59,6.88,1.72,0.0
20220509:0510,109.9,163.0,12.56,7.7,1.45,0.0
20220509:0610,252.22,321.0,21.92,10.55,1.38,0.0
20220509:0710,392.75,482.0,31.31,12.42,1.59,0.0
20220509:0810,516.35,637.01,40.26,14.44,1.66,0.0
20220509:0910,601.75,753.01,48.14,16.38,1.86,0.0
20220509:1010,664.23,842.01,53.92,17.85,2.07,0.0
20220509:1110,671.46,857.01,56.35,18.83,2.07,0.0
20220509:1210,653.65,841.01,54.65,19.6,1.66,0.0
20220509:1310,581.03,748.01,49.39,20.04,1.17,0.0
20220509:1410,509.35,652.01,41.82,20.04,0.97,0.0
20220509:1510,402.17,512.0,33.0,19.98,1.31,0.0
20220509:1610,273.54,358.0,23.66,19.54,1.79,0.0
20220509:1710,129.79,194.0,14.26,18.7,1.86,0.0
20220509:1810,16.4,43.46,5.19,17.34,1.93,0.0
20220509:1910,0.0,0.0,0.0,16.53,2.14,0.0
20220509:2010,0.0,0.0,0.0,15.76,2.07,0.0
20220509:2110,0.0,0.0,0.0,14.79,2.0,0.0
20220509:2210,0.0,0.0,0.0,14.38,2.0,0.0
20220509:2310,0.0,0.0,0.0,13.47,1.86,0.0
20220510:0010,0.0,0.0,0.0,12.44,1.72,0.0
20220510:0110,0.0,0.0,0.0,11.74,1.86,0.0
20220510:0210,0.0,0.0,0.0,11.06,1.93,0.0
20220510:0310,0.0,0.0,0.0,10.73,2.0,0.0
20220510:0410,0.0,5.0,3.8,10.1,1.93,0.0
20220510:0510,83.79,121.0,12.77,10.81,1.66,0.0
20220510:0610,165.72,215.0,22.13,14.01,1.38,0.0
20220510:0710,371.95,465.0,31.52,16.37,1.59,0.0
20220510:0810,476.85,596.0,40.48,18.49,2.21,0.0
20220510:0910,442.47,558.0,48.37,20.17,2.48,0.0
20220510:1010,528.28,670.0,54.18,21.17,2.83,0.0
20220510:1110,521.72,662.0,56.61,21.18,2.9,0.0
20220510:1210,519.86,659.0,54.91,21.77,3.24,0.0
20220510:1310,470.49,594.0,49.62,22.04,3.59,0.0
20220510:1410,390.06,492.0,42.02,21.93,3.59,0.0
20220510:1510,400.89,506.0,33.2,21.69,3.45,0.0
20220510:1610,210.42,276.0,23.85,21.25,3.03,0.0
20220510:1710,99.32,145.0,14.46,20.34,2.55,0.0
20220510:1810,0.08,6.0,5.39,19.36,2.55,0.0
20220510:1910,0.0,0.0,0.0,17.49,2.69,0.0
20220510:2010,0.0,0.0,0.0,16.61,2.69,0.0
20220510:2110,0.0,0.0,0.0,16.37,2.76,0.0
20220510:2210,0.0,0.0,0.0,15.83,2.76,0.0
20220510:2310,0.0,0.0,0.0,15.41,2.62,0.0
20220511:0010,0.0,0.0,0.0,15.07,2.28,0.0
20220511:0110,0.0,0.0,0.0,14.87,2.21,0.0
20220511:0210,0.0,0.0,0.0,14.65,2.34,0.0
20220511:0310,0.0,0.0,0.0,14.4,2.55,0.0
20220511:0410,0.0,5.0,4.01,14.12,2.62,0.0
20220511:0510,86.65,127.0,12.97,14.48,2.69,0.0
20220511:0610,135.46,179.0,22.33,15.85,2.69,0.0
20220511:0710,392.33,487.0,31.72,18.03,3.72,0.0
20220511:0810,508.87,630.0,40.69,19.84,4.21,0.0
20220511:0910,598.82,748.01,48.6,21.5,4.55,0.0
20220511:1010,666.98,836.01,54.42,22.47,5.45,0.0
20220511:1110,631.17,793.01,56.87,23.05,5.66,0.0
20220511:1210,657.72,827.01,55.15,23.49,5.72,0.0
20220511:1310,555.27,696.01,49.85,24.21,6.41,0.0
20220511:1410,360.39,456.0,42.23,24.25,6.0,0.0
20220511:1510,360.08,456.0,33.39,24.0,5.59,0.0
20220511:1610,252.73,332.0,24.04,23.59,4.9,0.0
20220511:1710,136.04,205.0,14.65,23.09,4.55,0.0
20220511:1810,18.66,49.3,5.59,22.09,4.34,0.0
20220511:1910,0.0,0.0,0.0,21.6,4.14,0.0
20220511:2010,0.0,0.0,0.0,20.59,4.21,0.0
20220511:2110,0.0,0.0,0.0,19.89,4.55,0.0
20220511:2210,0.0,0.0,0.0,19.28,4.69,0.0
20220511:2310,0.0,0.0,0.0,18.71,4.83,0.0
20220512:0010,0.0,0.0,0.0,18.2,4.83,0.0
20220512:0110,0.0,0.0,0.0,17.53,4.41,0.0
20220512:0210,0.0,0.0,0.0,16.99,4.0,0.0
20220512:0310,0.0,0.0,0.0,16.39,4.07,0.0
20220512:0410,0.0,4.0,4.22,15.62,4.14,0.0
20220512:0510,66.63,98.0,13.17,14.87,3.86,0.0
20220512:0610,256.74,328.0,22.52,14.73,3.72,0.0
20220512:0710,414.75,507.0,31.92,14.06,3.03,0.0
20220512:0810,527.96,643.0,40.9,14.78,3.17,0.0
20220512:0910,624.84,767.01,48.82,15.78,3.45,0.0
20220512:1010,628.53,776.01,54.67,16.44,3.59,0.0
20220512:1110,622.1,771.01,57.12,17.32,3.79,0.0
20220512:1210,659.76,818.01,55.4,17.9,4.07,0.0
20220512:1310,585.9,725.01,50.07,18.29,3.93,0.0
20220512:1410,475.76,588.0,42.43,18.36,3.66,0.0
20220512:1510,351.56,438.0,33.58,18.83,3.79,0.0
20220512:1610,276.53,356.0,24.23,18.8,3.52,0.0
20220512:1710,91.78,132.0,14.84,18.4,2.55,0.0
20220512:1810,21.3,46.0,5.79,17.33,1.66,0.0
20220512:1910,0.0,0.0,0.0,15.88,1.31,0.0
20220512:2010,0.0,0.0,0.0,15.02,1.59,0.0
20220512:2110,0.0,0.0,0.0,13.92,1.72,0.0
20220512:2210,0.0,0.0,0.0,12.56,1.45,0.0
20220512:2310,0.0,0.0,0.0,13.7,0.41,0.0
20220513:0010,0.0,0.0,0.0,12.06,0.97,0.0
20220513:0110,0.0,0.0,0.0,10.41,1.45,0.0
20220513:0210,0.0,0.0,0.0,9.7,1.59,0.0
20220513:0310,0.0,0.0,0.0,9.32,1.66,0.0
20220513:0410,6.53,18.0,4.42,9.35,1.72,0.0
20220513:0510,125.73,186.0,13.36,11.04,1.66,0.0
20220513:0610,262.9,336.0,22.71,13.56,2.0,0.0
20220513:0710,370.78,453.0,32.11,14.08,3.31,0.0
20220513:0810,471.88,570.0,41.1,14.64,4.55,0.0
20220513:0910,398.64,485.0,49.04,14.97,4.76,0.0
20220513:1010,315.42,388.0,54.91,15.26,4.55,0.0
20220513:1110,416.91,510.0,57.37,15.68,4.62,0.0
20220513:1210,472.95,578.0,55.64,15.88,4.55,0.0
20220513:1310,421.75,516.0,50.28,16.44,4.83,0.0
20220513:1410,391.49,479.0,42.63,16.56,4.76,0.0
20220513:1510,385.8,473.0,33.77,16.59,4.48,0.0
20220513:1610,263.05,334.0,24.41,16.38,3.66,0.0
20220513:1710,118.79,168.0,15.02,16.12,2.69,0.0
20220513:1810,20.46,42.0,5.98,15.45,1.72,0.0
20220513:1910,0.0,0.0,0.0,13.81,1.24,0.0
20220513:2010,0.0,0.0,0.0,12.89,1.03,0.0
20220513:2110,0.0,0.0,0.0,11.63,1.17,0.0
20220513:2210,0.0,0.0,0.0,10.67,1.31,0.0
20220513:2310,0.0,0.0,0.0,9.33,1.59,0.0
20220514:0010,0.0,0.0,0.0,8.35,1.72,0.0
20220514:0110,0.0,0.0,0.0,8.05,1.79,0.0
20220514:0210,0.0,0.0,0.0,7.97,1.86,0.0
20220514:0310,0.0,0.0,0.0,7.95,1.86,0.0
20220514:0410,0.0,4.0,4.62,7.89,1.79,0.0
20220514:0510,62.24,90.0,13.55,9.06,1.45,0.0
20220514:0610,250.95,319.0,22.9,12.05,1.17,0.0
20220514:0710,387.59,476.0,32.29,13.38,1.86,0.0
20220514:0810,496.63,609.0,41.3,14.7,2.34,0.0
20220514:0910,613.63,761.01,49.25,15.88,2.48,0.0
20220514:1010,693.97,873.01,55.14,17.19,2.62,0.0
20220514:1110,705.03,893.01,57.62,18.27,2.69,0.0
20220514:1210,691.41,876.01,55.87,19.09,2.83,0.0
20220514:1310,642.43,811.01,50.5,19.64,2.83,0.0
20220514:1410,555.59,698.01,42.82,19.92,2.69,0.0
20220514:1510,433.87,546.0,33.95,20.01,2.55,0.0
20220514:1610,283.64,368.0,24.59,19.85,2.41,0.0
20220514:1710,138.6,202.0,15.21,19.36,1.86,0.0
20220514:1810,28.5,65.0,6.17,18.11,1.38,0.0
20220514:1910,0.0,0.0,0.0,16.13,2.0,0.0
20220514:2010,0.0,0.0,0.0,14.65,1.93,0.0
20220514:2110,0.0,0.0,0.0,13.31,1.79,0.0
20220514:2210,0.0,0.0,0.0,11.99,1.72,0.0
20220514:2310,0.0,0.0,0.0,10.95,1.66,0.0
20220515:0010,0.0,0.0,0.0,10.14,1.66,0.0
20220515:0110,0.0,0.0,0.0,9.39,1.66,0.0
20220515:0210,0.0,0.0,0.0,8.75,1.66,0.0
20220515:0310,0.0,0.0,0.0,8.2,1.59,0.0
20220515:0410,7.89,20.0,4.8,7.74,1.59,0.0
20220515:0510,130.44,189.0,13.73,8.89,1.24,0.0
20220515:0610,268.34,342.0,23.07,12.72,1.31,0.0
20220515:0710,421.4,518.0,32.47,14.06,2.14,0.0
20220515:0810,532.06,658.0,41.49,15.87,2.14,0.0
20220515:0910,612.19,769.01,49.46,17.56,2.14,0.0
20220515:1010,669.86,857.01,55.36,18.96,1.93,0.0
20220515:1110,651.53,840.01,57.85,20.04,1.79,0.0
20220515:1210,658.99,856.01,56.1,20.91,1.59,0.0
20220515:1310,615.62,797.01,50.71,21.45,1.52,0.0
20220515:1410,534.32,687.01,43.02,21.84,1.45,0.0
20220515:1510,420.1,538.0,34.14,21.93,1.59,0.0
20220515:1610,290.18,381.0,24.77,21.78,1.86,0.0
20220515:1710,144.0,212.0,15.39,21.18,1.93,0.0
20220515:1810,30.94,70.0,6.36,19.65,2.21,0.0
20220515:1910,0.0,0.0,0.0,17.81,2.62,0.0
20220515:2010,0.0,0.0,0.0,16.64,2.76,0.0
20220515:2110,0.0,0.0,0.0,15.78,2.76,0.0
20220515:2210,0.0,0.0,0.0,14.95,2.62,0.0
20220515:2310,0.0,0.0,0.0,14.27,2.48,0.0
20220516:0010,0.0,0.0,0.0,13.58,2.21,0.0
20220516:0110,0.0,0.0,0.0,12.93,2.14,0.0
20220516:0210,0.0,0.0,0.0,12.36,2.07,0.0
20220516:0310,0.0,0.0,0.0,11.76,2.0,0.0
20220516:0410,7.73,20.0,4.99,11.39,1.86,0.0
20220516:0510,99.98,142.0,13.91,12.18,1.72,0.0
20220516:0610,257.92,331.0,23.25,14.81,1.66,0.0
20220516:0710,421.8,523.0,32.65,16.43,2.41,0.0
20220516:0810,429.23,533.0,41.67,17.9,2.69,0.0
20220516:0910,141.78,188.0,49.66,18.77,2.55,0.0
20220516:1010,336.51,427.0,55.58,19.99,2.21,0.0
20220516:1110,601.35,774.01,58.09,20.5,1.72,0.0
20220516:1210,592.79,765.01,56.33,20.94,1.59,0.0
20220516:1310,557.85,716.01,50.91,21.74,1.86,0.0
20220516:1410,353.44,453.0,43.21,22.52,1.86,0.0
20220516:1510,137.39,186.0,34.31,22.41,1.86,0.0
20220516:1610,66.24,98.0,24.94,20.57,2.48,0.0
20220516:1710,14.73,31.0,15.57,18.46,2.9,0.0
20220516:1810,6.22,18.0,6.55,17.48,2.48,0.0
20220516:1910,0.0,0.0,0.0,17.46,2.14,0.0
20220516:2010,0.0,0.0,0.0,16.76,2.48,0.0
20220516:2110,0.0,0.0,0.0,16.25,3.1,0.0
20220516:2210,0.0,0.0,0.0,15.8,3.24,0.0
20220516:2310,0.0,0.0,0.0,15.29,2.41,0.0
20220517:0010,0.0,0.0,0.0,14.85,2.0,0.0
20220517:0110,0.0,0.0,0.0,14.26,2.0,0.0
20220517:0210,0.0,0.0,0.0,14.11,2.0,0.0
20220517:0310,0.0,0.0,0.0,13.41,1.79,0.0
20220517:0410,12.17,28.35,5.17,12.82,1.66,0.0
20220517:0510,76.63,110.0,14.08,13.29,1.45,0.0
20220517:0610,271.25,347.0,23.41,14.55,1.93,0.0
20220517:0710,347.21,430.0,32.82,15.49,2.14,0.0
20220517:0810,495.71,613.0,41.85,16.85,2.48,0.0
20220517:0910,524.41,656.0,49.85,18.07,2.34,0.0
20220517:1010,605.43,768.01,55.8,19.17,2.21,0.0
20220517:1110,625.82,798.01,58.31,20.18,2.41,0.0
20220517:1210,545.38,692.0,56.55,20.76,2.69,0.0
20220517:1310,439.14,556.0,51.12,20.84,2.48,0.0
20220517:1410,248.43,319.0,43.39,20.92,2.41,0.0
20220517:1510,273.77,347.0,34.49,19.46,2.55,0.0
20220517:1610,100.34,139.0,25.12,19.37,2.0,0.0
20220517:1710,16.75,34.0,15.74,19.35,1.1,0.0
20220517:1810,29.33,59.0,6.73,18.69,0.62,0.0
20220517:1910,0.0,0.0,0.0,17.23,1.17,0.0
20220517:2010,0.0,0.0,0.0,16.08,1.1,0.0
20220517:2110,0.0,0.0,0.0,15.7,0.9,0.0
20220517:2210,0.0,0.0,0.0,15.09,1.1,0.0
20220517:2310,0.0,0.0,0.0,14.88,1.24,0.0
20220518:0010,0.0,0.0,0.0,14.94,1.38,0.0
20220518:0110,0.0,0.0,0.0,15.0,1.52,0.0
20220518:0210,0.0,0.0,0.0,14.91,1.59,0.0
20220518:0310,0.0,0.0,0.0,14.56,1.59,0.0
20220518:0410,0.0,4.0,5.34,14.02,1.59,0.0
20220518:0510,63.14,93.0,14.24,14.49,1.31,0.0
20220518:0610,111.48,151.0,23.57,16.68,1.45,0.0
20220518:0710,245.67,312.0,32.98,17.35,1.31,0.0
20220518:0810,256.24,326.0,42.02,18.24,1.45,0.0
20220518:0910,373.62,473.0,50.04,19.32,1.66,0.0
20220518:1010,624.94,805.01,56.01,20.82,1.79,0.0
20220518:1110,672.82,879.01,58.54,22.09,1.72,0.0
20220518:1210,670.43,880.01,56.76,22.91,1.66,0.0
20220518:1310,607.75,795.01,51.31,23.49,1.45,0.0
20220518:1410,502.06,649.0,43.57,23.48,1.45,0.0
20220518:1510,413.46,533.0,34.66,23.39,1.52,0.0
20220518:1610,286.88,379.0,25.29,23.33,1.66,0.0
20220518:1710,146.09,215.0,15.92,22.96,1.45,0.0
20220518:1810,33.48,71.0,6.91,21.85,1.52,0.0
20220518:1910,0.0,0.0,0.0,20.38,1.66,0.0
20220518:2010,0.0,0.0,0.0,18.59,1.86,0.0
20220518:2110,0.0,0.0,0.0,17.36,1.93,0.0
20220518:2210,0.0,0.0,0.0,16.35,2.0,0.0
20220518:2310,0.0,0.0,0.0,15.49,1.93,0.0
20220519:0010,0.0,0.0,0.0,15.14,2.0,0.0
20220519:0110,0.0,0.0,0.0,14.42,2.14,0.0
20220519:0210,0.0,0.0,0.0,14.32,2.34,0.0
20220519:0310,0.0,0.0,0.0,14.26,2.41,0.0
20220519:0410,17.83,38.94,5.51,14.08,2.34,0.0
20220519:0510,48.2,74.0,14.4,14.82,2.28,0.0
20220519:0610,247.0,317.0,23.73,16.39,2.28,0.0
20220519:0710,410.1,511.0,33.13,18.17,2.76,0.0
20220519:0810,520.66,651.0,42.18,19.93,2.97,0.0
20220519:0910,518.89,655.0,50.22,21.5,3.24,0.0
20220519:1010,632.9,809.01,56.21,22.82,3.31,0.0
20220519:1110,658.93,850.01,58.75,23.76,3.17,0.0
20220519:1210,602.83,778.01,56.97,24.59,3.17,0.0
20220519:1310,547.72,705.01,51.51,25.22,3.24,0.0
20220519:1410,494.88,633.0,43.75,25.68,3.72,0.0
20220519:1510,293.79,380.0,34.83,25.64,3.79,0.0
20220519:1610,242.67,320.0,25.46,24.71,3.24,0.0
20220519:1710,19.2,38.0,16.09,23.51,2.62,0.0
20220519:1810,2.2,11.0,7.09,22.35,2.55,0.0
20220519:1910,0.0,0.0,0.0,21.33,2.41,0.0
20220519:2010,0.0,0.0,0.0,20.33,2.97,0.0
20220519:2110,0.0,0.0,0.0,19.28,2.48,0.0
20220519:2210,0.0,0.0,0.0,18.69,2.21,0.0
20220519:2310,0.0,0.0,0.0,17.83,2.07,0.0
20220520:0010,0.0,0.0,0.0,17.04,2.07,0.0
20220520:0110,0.0,0.0,0.0,16.44,2.07,0.0
20220520:0210,0.0,0.0,0.0,16.37,1.59,0.0
20220520:0310,0.0,0.0,0.0,16.02,1.31,0.0
20220520:0410,6.29,18.0,5.67,15.57,0.9,0.0
20220520:0510,44.66,70.0,14.55,15.59,0.34,0.0
20220520:0610,14.9,31.0,23.88,16.16,0.41,0.0
20220520:0710,233.02,296.0,33.29,16.76,1.24,0.0
20220520:0810,387.24,486.0,42.34,17.69,1.38,0.0
20220520:0910,561.66,709.01,50.4,18.42,1.79,0.0
20220520:1010,587.31,742.01,56.41,19.43,2.55,0.0
20220520:1110,517.59,655.0,58.96,19.88,2.48,0.0
20220520:1210,684.63,869.01,57.18,21.31,3.52,0.0
20220520:1310,507.86,643.0,51.7,22.34,3.38,0.0
20220520:1410,124.42,170.0,43.93,22.48,2.55,0.0
20220520:1510,261.09,336.0,35.0,23.06,3.38,0.0
20220520:1610,158.15,212.0,25.62,23.67,3.79,0.0
20220520:1710,12.99,29.0,16.25,23.36,4.0,0.0
20220520:1810,29.78,57.0,7.26,21.45,5.24,0.0
20220520:1910,0.0,0.0,0.0,19.31,4.69,0.0
20220520:2010,0.0,0.0,0.0,17.89,5.31,0.0
20220520:2110,0.0,0.0,0.0,16.48,5.45,0.0
20220520:2210,0.0,0.0,0.0,14.83,4.9,0.0
20220520:2310,0.0,0.0,0.0,13.82,4.69,0.0
20220521:0010,0.0,0.0,0.0,13.42,4.21,0.0
20220521:0110,0.0,0.0,0.0,13.2,3.59,0.0
20220521:0210,0.0,0.0,0.0,12.64,3.45,0.0
20220521:0310,0.0,0.0,0.0,12.16,3.59,0.0
20220521:0410,26.97,60.0,5.82,12.06,3.79,0.0
20220521:0510,138.08,196.0,14.7,12.11,3.38,0.0
20220521:0610,98.99,133.0,24.02,12.44,4.14,0.0
20220521:0710,74.1,104.0,33.43,12.84,4.83,0.0
20220521:0810,170.45,216.0,42.49,13.54,5.03,0.0
20220521:0910,176.56,223.0,50.56,13.59,5.38,0.0
20220521:1010,508.4,613.0,56.6,13.72,5.1,0.0
20220521:1110,322.59,394.0,59.17,14.11,5.03,0.0
20220521:1210,476.1,579.0,57.38,15.34,5.1,0.0
20220521:1310,507.75,617.0,51.88,15.83,5.1,0.0
20220521:1410,481.41,585.0,44.1,16.09,4.76,0.0
20220521:1510,332.49,409.0,35.16,16.23,4.21,0.0
20220521:1610,251.2,317.0,25.78,16.27,3.72,0.0
20220521:1710,80.34,114.0,16.42,15.95,2.76,0.0
20220521:1810,28.9,53.0,7.43,15.54,2.21,0.0
20220521:1910,0.0,0.0,0.0,14.41,1.79,0.0
20220521:2010,0.0,0.0,0.0,13.37,1.45,0.0
20220521:2110,0.0,0.0,0.0,12.56,1.17,0.0
20220521:2210,0.0,0.0,0.0,11.7,1.31,0.0
20220521:2310,0.0,0.0,0.0,10.8,1.24,0.0
20220522:0010,0.0,0.0,0.0,10.4,1.17,0.0
20220522:0110,0.0,0.0,0.0,9.33,1.45,0.0
20220522:0210,0.0,0.0,0.0,9.52,1.1,0.0
20220522:0310,0.0,0.0,0.0,9.67,0.97,0.0
20220522:0410,21.09,42.0,5.97,9.57,0.9,0.0
20220522:0510,127.28,178.0,14.84,10.44,0.41,0.0
20220522:0610,232.11,295.0,24.16,12.44,0.28,0.0
20220522:0710,404.45,504.0,33.57,13.48,0.34,0.0
20220522:0810,505.0,638.0,42.64,15.01,0.21,0.0
20220522:0910,465.57,586.0,50.73,16.3,0.97,0.0
20220522:1010,571.67,723.01,56.78,16.91,1.52,0.0
20220522:1110,595.09,756.01,59.37,17.58,1.66,0.0
20220522:1210,577.3,735.01,57.58,18.06,1.52,0.0
20220522:1310,578.01,737.01,52.07,17.96,1.17,0.0
20220522:1410,474.59,601.0,44.27,18.09,0.97,0.0
20220522:1510,425.61,538.0,35.32,18.15,0.97,0.0
20220522:1610,304.94,393.0,25.94,18.09,1.03,0.0
20220522:1710,147.04,206.0,16.58,17.77,1.31,0.0
20220522:1810,39.62,75.0,7.6,16.97,1.38,0.0
20220522:1910,0.0,0.0,0.0,15.61,1.86,0.0
20220522:2010,0.0,0.0,0.0,14.5,2.14,0.0
20220522:2110,0.0,0.0,0.0,13.87,2.28,0.0
20220522:2210,0.0,0.0,0.0,13.36,2.28,0.0
20220522:2310,0.0,0.0,0.0,12.8,2.14,0.0
20220523:0010,0.0,0.0,0.0,12.25,1.93,0.0
20220523:0110,0.0,0.0,0.0,11.75,1.72,0.0
20220523:0210,0.0,0.0,0.0,11.25,1.86,0.0
20220523:0310,0.0,0.0,0.0,11.0,1.93,0.0
20220523:0410,2.4,11.0,6.11,10.9,1.79,0.0
20220523:0510,71.7,102.0,14.98,11.41,1.59,0.0
20220523:0610,134.96,176.0,24.29,12.78,1.59,0.0
20220523:0710,335.16,412.0,33.7,14.72,2.83,0.0
20220523:0810,304.94,377.0,42.78,15.57,3.24,0.0
20220523:0910,150.5,196.0,50.88,16.45,3.45,0.0
20220523:1010,105.48,144.0,56.96,18.27,3.93,0.0
20220523:1110,105.08,144.0,59.56,18.99,3.79,0.0
20220523:1210,89.35,125.0,57.77,18.44,3.03,0.0
20220523:1310,641.22,805.01,52.24,18.34,2.69,0.0
20220523:1410,237.3,301.0,44.43,18.15,2.97,0.0
20220523:1510,206.04,263.0,35.48,17.79,3.03,0.0
20220523:1610,174.23,226.0,26.1,17.87,3.17,0.0
20220523:1710,58.85,88.0,16.73,18.07,3.31,0.0
20220523:1810,0.47,7.0,7.76,17.72,3.38,0.0
20220523:1910,0.0,0.0,0.0,17.0,3.03,0.0
20220523:2010,0.0,0.0,0.0,16.22,3.72,0.0
20220523:2110,0.0,0.0,0.0,16.14,4.41,0.0
20220523:2210,0.0,0.0,0.0,15.85,4.62,0.0
20220523:2310,0.0,0.0,0.0,15.7,4.69,0.0
20220524:0010,0.0,0.0,0.0,15.2,4.69,0.0
20220524:0110,0.0,0.0,0.0,14.24,4.62,0.0
20220524:0210,0.0,0.0,0.0,13.2,3.86,0.0
20220524:0310,0.0,0.0,0.0,12.41,2.83,0.0
20220524:0410,0.12,6.0,6.25,12.21,2.28,0.0
20220524:0510,6.4,18.0,15.11,12.7,1.72,0.0
20220524:0610,213.52,270.0,24.42,13.74,2.69,0.0
20220524:0710,112.48,150.0,33.83,13.89,2.0,0.0
20220524:0810,206.52,260.0,42.92,14.23,2.55,0.0
20220524:0910,302.98,373.0,51.03,14.31,3.38,0.0
20220524:1010,497.08,604.0,57.13,14.46,4.34,0.0
20220524:1110,623.76,763.01,59.75,14.0,3.52,0.0
20220524:1210,725.6,892.01,57.96,16.14,4.48,0.0
20220524:1310,622.9,764.01,52.42,16.89,4.34,0.0
20220524:1410,369.26,455.0,44.6,16.89,3.93,0.0
20220524:1510,446.37,547.0,35.64,17.04,4.07,0.0
20220524:1610,326.28,411.0,26.25,16.95,3.72,0.0
20220524:1710,164.85,229.0,16.89,16.41,2.97,0.0
20220524:1810,47.5,92.0,7.92,15.58,2.48,0.0
20220524:1910,0.0,0.0,0.0,14.0,1.72,0.0
20220524:2010,0.0,0.0,0.0,12.85,0.83,0.0
20220524:2110,0.0,0.0,0.0,12.78,0.76,0.0
20220524:2210,0.0,0.0,0.0,10.57,1.38,0.0
20220524:2310,0.0,0.0,0.0,9.56,1.38,0.0
20220525:0010,0.0,0.0,0.0,8.92,1.31,0.0
20220525:0110,0.0,0.0,0.0,8.38,1.38,0.0
20220525:0210,0.0,0.0,0.0,7.81,1.45,0.0
20220525:0310,0.0,0.0,0.0,7.92,1.31,0.0
20220525:0410,32.67,67.0,6.38,8.1,1.31,0.0
20220525:0510,157.93,222.0,15.23,9.5,0.9,0.0
20220525:0610,309.88,391.0,24.54,12.16,1.17,0.0
20220525:0710,452.31,554.0,33.95,13.4,2.0,0.0
20220525:0810,443.56,542.0,43.05,14.49,2.76,0.0
20220525:0910,517.45,633.0,51.18,15.27,3.52,0.0
20220525:1010,541.96,666.0,57.29,16.06,3.86,0.0
20220525:1110,550.51,678.0,59.93,16.46,4.0,0.0
20220525:1210,587.21,723.0,58.14,17.27,4.55,0.0
20220525:1310,661.87,813.01,52.59,17.55,4.76,0.0
20220525:1410,521.11,638.0,44.75,17.34,4.34,0.0
20220525:1510,465.02,571.0,35.79,17.56,4.14,0.0
20220525:1610,335.01,423.0,26.4,17.57,3.66,0.0
20220525:1710,180.24,252.0,17.04,17.29,2.76,0.0
20220525:1810,47.87,92.0,8.08,16.51,2.34,0.0
20220525:1910,0.0,0.0,0.0,15.28,2.55,0.0
20220525:2010,0.0,0.0,0.0,14.71,2.62,0.0
20220525:2110,0.0,0.0,0.0,14.28,2.69,0.0
20220525:2210,0.0,0.0,0.0,13.96,2.76,0.0
20220525:2310,0.0,0.0,0.0,13.6,2.83,0.0
20220526:0010,0.0,0.0,0.0,13.57,2.97,0.0
20220526:0110,0.0,0.0,0.0,13.34,3.17,0.0
20220526:0210,0.0,0.0,0.0,12.96,3.24,0.0
20220526:0310,0.0,0.0,0.0,12.8,3.31,0.0
20220526:0410,26.77,51.0,6.51,12.66,3.31,0.0
20220526:0510,26.43,46.0,15.35,12.83,3.52,0.0
20220526:0610,188.97,239.0,24.65,13.36,4.0,0.0
20220526:0710,243.77,301.0,34.07,14.01,4.9,0.0
20220526:0810,266.52,329.0,43.17,14.9,4.76,0.0
20220526:0910,219.38,275.0,51.32,15.53,5.03,0.0
20220526:1010,137.49,180.0,57.45,16.14,5.03,0.0
20220526:1110,77.81,110.0,60.1,16.47,4.83,0.0
20220526:1210,359.26,443.0,58.31,16.58,4.48,0.0
20220526:1310,539.1,660.0,52.75,16.85,4.55,0.0
20220526:1410,96.76,133.0,44.91,17.44,4.97,0.0
20220526:1510,341.06,421.0,35.93,17.79,4.83,0.0
20220526:1610,155.53,203.0,26.54,17.89,4.48,0.0
20220526:1710,102.18,142.0,17.19,17.65,3.38,0.0
20220526:1810,12.07,27.0,8.23,17.17,2.9,0.0
20220526:1910,0.0,0.0,0.0,16.11,3.24,0.0
20220526:2010,0.0,0.0,0.0,15.79,3.24,0.0
