time,P,G(i),H_sun,T2m,WS10m,Int
20221006:0510,0.0,0.0,0.0,14.01,3.45,0.0
20221006:0610,30.93,68.0,5.93,12.92,3.1,0.0
20221006:0710,134.19,188.0,14.69,12.44,2.9,0.0
20221006:0810,247.47,313.01,22.45,12.82,3.38,0.0
20221006:0910,295.64,364.01,28.65,13.27,3.17,0.0
20221006:1010,365.39,447.01,32.67,13.94,2.97,0.0
20221006:1110,409.35,501.01,33.96,14.62,2.97,0.0
20221006:1210,418.93,515.01,32.33,15.0,2.83,0.0
20221006:1310,355.67,443.01,28.02,15.44,2.83,0.0
20221006:1410,264.94,344.01,21.61,15.45,2.76,0.0
20221006:1510,132.7,197.0,13.7,15.12,2.48,0.0
20221006:1610,17.3,44.19,4.86,14.33,1.72,0.0
20221006:1710,0.0,0.0,0.0,12.91,1.59,0.0
20221006:1810,0.0,0.0,0.0,11.35,1.66,0.0
20221006:1910,0.0,0.0,0.0,9.91,1.66,0.0
20221006:2010,0.0,0.0,0.0,8.79,1.59,0.0
20221006:2110,0.0,0.0,0.0,7.98,1.52,0.0
20221006:2210,0.0,0.0,0.0,7.25,1.52,0.0
20221006:2310,0.0,0.0,0.0,6.44,1.59,0.0
20221007:0010,0.0,0.0,0.0,5.82,1.52,0.0
20221007:0110,0.0,0.0,0.0,5.3,1.45,0.0
20221007:0210,0.0,0.0,0.0,4.95,1.52,0.0
20221007:0310,0.0,0.0,0.0,4.65,1.59,0.0
20221007:0410,0.0,0.0,0.0,4.45,1.66,0.0
20221007:0510,0.0,0.0,0.0,4.37,1.66,0.0
20221007:0610,23.54,48.07,5.67,4.54,1.59,0.0
20221007:0710,130.05,178.0,14.41,6.27,1.03,0.0
20221007:0810,260.59,330.01,22.14,9.96,1.03,0.0
20221007:0910,368.28,456.01,28.32,12.49,1.52,0.0
20221007:1010,439.96,542.01,32.3,14.01,2.0,0.0
20221007:1110,440.35,543.01,33.58,14.96,2.21,0.0
20221007:1210,435.47,540.01,31.94,15.94,2.41,0.0
20221007:1310,358.3,450.01,27.64,16.39,2.48,0.0
20221007:1410,270.41,355.01,21.24,16.57,2.62,0.0
20221007:1510,130.66,198.01,13.34,16.31,2.34,0.0
20221007:1610,14.75,40.58,4.51,15.22,1.86,0.0
20221007:1710,0.0,0.0,0.0,13.91,1.86,0.0
20221007:1810,0.0,0.0,0.0,12.67,1.86,0.0
20221007:1910,0.0,0.0,0.0,12.34,2.14,0.0
20221007:2010,0.0,0.0,0.0,11.82,2.07,0.0
20221007:2110,0.0,0.0,0.0,11.59,2.07,0.0
20221007:2210,0.0,0.0,0.0,11.52,2.0,0.0
20221007:2310,0.0,0.0,0.0,11.45,2.0,0.0
20221008:0010,0.0,0.0,0.0,11.59,2.07,0.0
20221008:0110,0.0,0.0,0.0,11.92,2.14,0.0
20221008:0210,0.0,0.0,0.0,11.81,2.41,0.0
20221008:0310,0.0,0.0,0.0,11.05,2.34,0.0
20221008:0410,0.0,0.0,0.0,10.23,2.21,0.0
20221008:0510,0.0,0.0,0.0,9.46,2.21,0.0
20221008:0610,20.79,55.34,5.41,8.98,2.21,0.0
20221008:0710,149.24,216.01,14.13,9.69,2.28,0.0
20221008:0810,84.72,116.0,21.84,11.39,3.17,0.0
20221008:0910,231.41,286.0,27.98,12.58,4.55,0.0
20221008:1010,72.5,102.0,31.94,12.43,4.14,0.0
20221008:1110,62.47,90.0,33.19,11.97,3.79,0.0
20221008:1210,131.99,171.0,31.55,12.11,3.45,0.0
20221008:1310,321.57,396.01,27.26,12.81,3.17,0.0
20221008:1410,124.48,164.0,20.87,13.39,3.45,0.0
20221008:1510,10.96,25.0,12.99,13.25,3.1,0.0
20221008:1610,12.86,35.61,4.17,12.61,2.48,0.0
20221008:1710,0.0,0.0,0.0,11.61,2.07,0.0
20221008:1810,0.0,0.0,0.0,10.56,1.86,0.0
20221008:1910,0.0,0.0,0.0,9.36,1.79,0.0
20221008:2010,0.0,0.0,0.0,8.11,1.59,0.0
20221008:2110,0.0,0.0,0.0,7.1,1.52,0.0
20221008:2210,0.0,0.0,0.0,6.82,1.31,0.0
20221008:2310,0.0,0.0,0.0,6.79,1.17,0.0
20221009:0010,0.0,0.0,0.0,7.26,0.97,0.0
20221009:0110,0.0,0.0,0.0,7.66,0.55,0.0
20221009:0210,0.0,0.0,0.0,7.34,0.55,0.0
20221009:0310,0.0,0.0,0.0,6.34,0.97,0.0
20221009:0410,0.0,0.0,0.0,4.85,1.1,0.0
20221009:0510,0.0,0.0,0.0,4.61,1.03,0.0
20221009:0610,18.6,38.85,5.15,3.83,1.03,0.0
20221009:0710,107.33,146.0,13.85,4.78,0.9,0.0
20221009:0810,209.4,264.0,21.53,8.9,1.03,0.0
20221009:0910,271.31,334.0,27.65,10.97,1.86,0.0
20221009:1010,437.33,534.01,31.58,12.35,2.28,0.0
20221009:1110,436.03,532.01,32.81,13.4,2.76,0.0
20221009:1210,427.83,525.01,31.16,14.19,2.9,0.0
20221009:1310,357.56,446.01,26.88,14.7,2.83,0.0
20221009:1410,251.87,330.01,20.5,14.9,2.69,0.0
20221009:1510,121.09,186.01,12.64,14.65,2.28,0.0
20221009:1610,10.9,30.64,3.83,13.35,1.93,0.0
20221009:1710,0.0,0.0,0.0,11.6,2.07,0.0
20221009:1810,0.0,0.0,0.0,10.28,2.21,0.0
20221009:1910,0.0,0.0,0.0,9.35,2.28,0.0
20221009:2010,0.0,0.0,0.0,8.64,2.28,0.0
20221009:2110,0.0,0.0,0.0,8.08,2.28,0.0
20221009:2210,0.0,0.0,0.0,7.6,2.28,0.0
20221009:2310,0.0,0.0,0.0,7.12,2.14,0.0
20221010:0010,0.0,0.0,0.0,6.75,2.14,0.0
20221010:0110,0.0,0.0,0.0,6.52,2.14,0.0
20221010:0210,0.0,0.0,0.0,6.33,2.21,0.0
20221010:0310,0.0,0.0,0.0,6.33,2.14,0.0
20221010:0410,0.0,0.0,0.0,6.54,2.21,0.0
20221010:0510,0.0,0.0,0.0,6.52,2.21,0.0
20221010:0610,17.24,44.79,4.88,6.66,2.28,0.0
20221010:0710,136.29,197.01,13.57,7.21,1.93,0.0
20221010:0810,264.49,336.01,21.23,9.57,2.41,0.0
20221010:0910,360.62,443.01,27.31,11.88,2.83,0.0
20221010:1010,418.59,512.01,31.21,13.82,3.03,0.0
20221010:1110,423.19,519.01,32.43,15.22,3.31,0.0
20221010:1210,415.35,513.01,30.78,16.07,3.38,0.0
20221010:1310,323.97,407.01,26.5,16.71,3.59,0.0
20221010:1410,229.23,303.01,20.14,16.9,3.66,0.0
20221010:1510,107.62,166.0,12.29,16.58,3.24,0.0
20221010:1610,3.94,14.0,3.49,15.34,2.69,0.0
20221010:1710,0.0,0.0,0.0,13.98,2.28,0.0
20221010:1810,0.0,0.0,0.0,13.07,2.21,0.0
20221010:1910,0.0,0.0,0.0,12.55,2.07,0.0
20221010:2010,0.0,0.0,0.0,12.35,1.79,0.0
20221010:2110,0.0,0.0,0.0,12.22,1.86,0.0
20221010:2210,0.0,0.0,0.0,12.08,2.34,0.0
20221010:2310,0.0,0.0,0.0,11.56,2.48,0.0
20221011:0010,0.0,0.0,0.0,10.88,2.28,0.0
20221011:0110,0.0,0.0,0.0,10.17,2.0,0.0
20221011:0210,0.0,0.0,0.0,9.49,1.79,0.0
20221011:0310,0.0,0.0,0.0,8.5,1.66,0.0
20221011:0410,0.0,0.0,0.0,7.65,1.52,0.0
20221011:0510,0.0,0.0,0.0,6.88,1.38,0.0
20221011:0610,16.21,40.81,4.62,5.68,1.24,0.0
20221011:0710,134.01,195.01,13.29,6.76,0.83,0.0
20221011:0810,257.6,329.01,20.92,8.9,1.03,0.0
20221011:0910,354.68,437.01,26.98,10.32,1.45,0.0
20221011:1010,375.7,459.01,30.85,11.08,1.52,0.0
20221011:1110,0.0,0.0,0.0,11.8,1.45,0.0
20221011:1210,363.44,447.01,30.39,12.3,1.52,0.0
20221011:1310,340.44,425.01,26.13,12.51,1.59,0.0
20221011:1410,235.5,309.01,19.78,12.48,1.52,0.0
20221011:1510,110.74,172.01,11.94,12.15,1.59,0.0
20221011:1610,6.45,18.0,3.15,11.48,1.52,0.0
20221011:1710,0.0,0.0,0.0,10.22,1.66,0.0
20221011:1810,0.0,0.0,0.0,9.11,1.66,0.0
20221011:1910,0.0,0.0,0.0,8.04,1.72,0.0
20221011:2010,0.0,0.0,0.0,6.95,1.59,0.0
20221011:2110,0.0,0.0,0.0,6.19,1.45,0.0
20221011:2210,0.0,0.0,0.0,5.55,1.45,0.0
20221011:2310,0.0,0.0,0.0,4.9,1.52,0.0
20221012:0010,0.0,0.0,0.0,4.51,1.52,0.0
20221012:0110,0.0,0.0,0.0,4.23,1.59,0.0
20221012:0210,0.0,0.0,0.0,4.05,1.52,0.0
20221012:0310,0.0,0.0,0.0,3.91,1.45,0.0
20221012:0410,0.0,0.0,0.0,3.9,1.38,0.0
20221012:0510,0.0,0.0,0.0,4.22,1.38,0.0
20221012:0610,12.78,29.75,4.36,4.48,1.38,0.0
20221012:0710,108.61,152.0,13.01,5.11,1.1,0.0
20221012:0810,194.48,246.0,20.62,8.17,1.24,0.0
20221012:0910,325.61,402.01,26.64,10.58,1.38,0.0
20221012:1010,403.76,497.01,30.49,12.26,1.45,0.0
20221012:1110,0.0,0.0,0.0,13.65,1.59,0.0
20221012:1210,356.09,442.01,30.01,14.73,1.93,0.0
20221012:1310,312.56,395.01,25.75,15.31,1.86,0.0
20221012:1410,193.25,256.0,19.42,15.5,1.52,0.0
20221012:1510,81.28,123.0,11.59,15.3,1.17,0.0
20221012:1610,5.13,16.0,2.81,14.23,0.76,0.0
20221012:1710,0.0,0.0,0.0,12.54,0.9,0.0
20221012:1810,0.0,0.0,0.0,10.77,1.38,0.0
20221012:1910,0.0,0.0,0.0,10.39,1.59,0.0
20221012:2010,0.0,0.0,0.0,10.24,1.59,0.0
20221012:2110,0.0,0.0,0.0,9.87,1.59,0.0
20221012:2210,0.0,0.0,0.0,9.61,1.52,0.0
20221012:2310,0.0,0.0,0.0,9.61,1.52,0.0
20221013:0010,0.0,0.0,0.0,9.26,1.52,0.0
20221013:0110,0.0,0.0,0.0,8.92,1.52,0.0
20221013:0210,0.0,0.0,0.0,8.38,1.45,0.0
20221013:0310,0.0,0.0,0.0,8.2,1.45,0.0
20221013:0410,0.0,0.0,0.0,7.74,1.52,0.0
20221013:0510,0.0,0.0,0.0,7.13,1.59,0.0
20221013:0610,0.0,4.0,4.09,7.19,1.59,0.0
20221013:0710,59.62,87.0,12.73,9.71,2.07,0.0
20221013:0810,135.9,176.0,20.31,10.75,3.24,0.0
20221013:0910,214.91,267.0,26.31,11.51,3.24,0.0
20221013:1010,310.51,379.01,30.13,12.41,3.38,0.0
20221013:1110,149.27,192.0,31.29,13.35,3.24,0.0
20221013:1210,114.37,152.0,29.63,14.13,3.31,0.0
20221013:1310,34.79,57.0,25.38,14.42,3.52,0.0
20221013:1410,38.8,62.0,19.06,14.26,3.1,0.0
20221013:1510,47.74,74.0,11.25,13.87,2.14,0.0
20221013:1610,0.92,8.0,2.48,13.27,1.66,0.0
20221013:1710,0.0,0.0,0.0,12.67,1.45,0.0
20221013:1810,0.0,0.0,0.0,12.26,1.66,0.0
20221013:1910,0.0,0.0,0.0,11.65,1.79,0.0
20221013:2010,0.0,0.0,0.0,11.05,1.79,0.0
20221013:2110,0.0,0.0,0.0,10.63,2.0,0.0
20221013:2210,0.0,0.0,0.0,10.62,1.93,0.0
20221013:2310,0.0,0.0,0.0,10.48,2.0,0.0
20221014:0010,0.0,0.0,0.0,10.71,2.14,0.0
20221014:0110,0.0,0.0,0.0,10.9,2.21,0.0
20221014:0210,0.0,0.0,0.0,10.95,2.14,0.0
20221014:0310,0.0,0.0,0.0,11.01,1.93,0.0
20221014:0410,0.0,0.0,0.0,11.02,1.79,0.0
20221014:0510,0.0,0.0,0.0,11.04,1.66,0.0
20221014:0610,7.94,21.56,3.83,11.05,1.59,0.0
20221014:0710,40.08,63.0,12.44,10.97,2.76,0.0
20221014:0810,56.71,83.0,20.0,11.48,3.38,0.0
20221014:0910,40.07,63.0,25.97,11.92,3.1,0.0
20221014:1010,125.45,164.0,29.77,12.94,3.59,0.0
20221014:1110,147.54,190.0,30.92,13.66,3.93,0.0
20221014:1210,169.55,216.0,29.26,14.07,3.72,0.0
20221014:1310,150.07,194.0,25.01,13.86,2.55,0.0
20221014:1410,26.23,46.0,18.71,14.13,2.69,0.0
20221014:1510,6.97,19.0,10.91,14.13,2.9,0.0
20221014:1610,1.85,10.0,2.15,13.87,2.76,0.0
20221014:1710,0.0,0.0,0.0,13.22,2.69,0.0
20221014:1810,0.0,0.0,0.0,12.72,2.97,0.0
20221014:1910,0.0,0.0,0.0,12.98,2.97,0.0
20221014:2010,0.0,0.0,0.0,13.02,2.83,0.0
20221014:2110,0.0,0.0,0.0,12.82,3.17,0.0
20221014:2210,0.0,0.0,0.0,12.82,2.9,0.0
20221014:2310,0.0,0.0,0.0,12.75,2.48,0.0
20221015:0010,0.0,0.0,0.0,12.62,2.14,0.0
20221015:0110,0.0,0.0,0.0,12.51,1.66,0.0
20221015:0210,0.0,0.0,0.0,12.15,1.24,0.0
20221015:0310,0.0,0.0,0.0,11.92,0.97,0.0
20221015:0410,0.0,0.0,0.0,11.78,0.83,0.0
20221015:0510,0.0,0.0,0.0,11.74,0.83,0.0
20221015:0610,0.0,5.0,3.56,11.86,0.97,0.0
20221015:0710,86.71,128.0,12.16,12.29,1.17,0.0
20221015:0810,109.08,146.0,19.7,12.62,1.86,0.0
20221015:0910,72.87,103.0,25.64,13.23,2.14,0.0
20221015:1010,168.7,216.0,29.41,14.3,2.28,0.0
20221015:1110,133.8,176.0,30.55,15.98,3.38,0.0
20221015:1210,58.61,87.0,28.88,16.46,3.59,0.0
20221015:1310,57.87,86.0,24.65,16.15,3.31,0.0
20221015:1410,18.55,36.0,18.35,15.81,3.38,0.0
20221015:1510,43.25,69.0,10.57,15.68,3.38,0.0
20221015:1610,0.0,4.0,1.83,15.47,3.45,0.0
20221015:1710,0.0,0.0,0.0,15.25,3.72,0.0
20221015:1810,0.0,0.0,0.0,15.14,3.72,0.0
20221015:1910,0.0,0.0,0.0,14.93,3.66,0.0
20221015:2010,0.0,0.0,0.0,14.67,3.31,0.0
20221015:2110,0.0,0.0,0.0,14.69,2.97,0.0
20221015:2210,0.0,0.0,0.0,14.71,2.83,0.0
20221015:2310,0.0,0.0,0.0,14.75,2.97,0.0
20221016:0010,0.0,0.0,0.0,14.75,3.38,0.0
20221016:0110,0.0,0.0,0.0,14.66,3.38,0.0
20221016:0210,0.0,0.0,0.0,14.67,3.31,0.0
20221016:0310,0.0,0.0,0.0,14.53,3.31,0.0
20221016:0410,0.0,0.0,0.0,14.29,3.24,0.0
20221016:0510,0.0,0.0,0.0,13.92,3.1,0.0
20221016:0610,7.27,22.8,3.3,13.48,3.03,0.0
20221016:0710,46.43,72.0,11.88,13.7,2.76,0.0
20221016:0810,82.6,115.0,19.39,14.15,2.76,0.0
20221016:0910,132.69,174.0,25.31,14.86,3.45,0.0
20221016:1010,255.53,319.0,29.06,15.65,3.66,0.0
20221016:1110,330.88,410.01,30.18,15.91,3.24,0.0
20221016:1210,301.86,377.01,28.51,16.37,3.17,0.0
20221016:1310,133.18,176.0,24.28,16.43,3.1,0.0
20221016:1410,140.88,190.0,18.01,16.52,2.55,0.0
20221016:1510,81.59,140.0,10.24,16.52,2.48,0.0
20221016:1610,0.0,2.0,1.5,15.96,2.0,0.0
20221016:1710,0.0,0.0,0.0,15.39,1.86,0.0
20221016:1810,0.0,0.0,0.0,14.77,2.0,0.0
20221016:1910,0.0,0.0,0.0,14.95,1.93,0.0
20221016:2010,0.0,0.0,0.0,14.91,2.14,0.0
20221016:2110,0.0,0.0,0.0,14.84,2.21,0.0
20221016:2210,0.0,0.0,0.0,14.79,2.34,0.0
20221016:2310,0.0,0.0,0.0,14.84,2.55,0.0
20221017:0010,0.0,0.0,0.0,14.76,2.76,0.0
20221017:0110,0.0,0.0,0.0,14.83,2.9,0.0
20221017:0210,0.0,0.0,0.0,15.1,2.9,0.0
20221017:0310,0.0,0.0,0.0,15.01,2.76,0.0
20221017:0410,0.0,0.0,0.0,14.68,2.76,0.0
20221017:0510,0.0,0.0,0.0,14.3,2.83,0.0
20221017:0610,6.59,23.27,3.03,14.12,2.83,0.0
20221017:0710,92.45,143.0,11.6,14.15,2.76,0.0
20221017:0810,182.56,242.0,19.09,15.31,2.48,0.0
20221017:0910,289.18,369.01,24.98,17.43,2.76,0.0
20221017:1010,330.65,418.01,28.7,19.35,3.17,0.0
20221017:1110,352.84,446.01,29.81,20.22,3.31,0.0
20221017:1210,347.04,442.01,28.14,20.61,3.24,0.0
20221017:1310,281.63,367.01,23.92,21.09,3.72,0.0
20221017:1410,176.59,246.01,17.66,21.05,3.52,0.0
20221017:1510,56.4,92.0,9.91,20.45,3.1,0.0
20221017:1610,0.0,0.0,0.0,19.18,2.9,0.0
20221017:1710,0.0,0.0,0.0,17.94,2.69,0.0
20221017:1810,0.0,0.0,0.0,17.12,2.48,0.0
20221017:1910,0.0,0.0,0.0,16.94,2.28,0.0
20221017:2010,0.0,0.0,0.0,16.47,2.0,0.0
20221017:2110,0.0,0.0,0.0,15.68,1.93,0.0
20221017:2210,0.0,0.0,0.0,15.07,1.45,0.0
20221017:2310,0.0,0.0,0.0,14.28,1.1,0.0
20221018:0010,0.0,0.0,0.0,13.96,0.97,0.0
20221018:0110,0.0,0.0,0.0,14.66,0.48,0.0
20221018:0210,0.0,0.0,0.0,14.43,0.07,0.0
20221018:0310,0.0,0.0,0.0,14.29,0.41,0.0
20221018:0410,0.0,0.0,0.0,13.46,0.69,0.0
20221018:0510,0.0,0.0,0.0,13.38,0.69,0.0
20221018:0610,4.06,15.58,2.77,13.62,0.41,0.0
20221018:0710,30.28,51.0,11.32,12.83,1.52,0.0
20221018:0810,70.34,100.0,18.78,12.72,1.31,0.0
20221018:0910,18.08,35.0,24.65,12.66,0.21,0.0
20221018:1010,76.77,108.0,28.35,13.38,0.55,0.0
20221018:1110,120.18,159.0,29.44,13.75,1.79,0.0
20221018:1210,153.21,198.0,27.77,14.5,2.48,0.0
20221018:1310,19.33,37.0,23.57,15.2,2.48,0.0
20221018:1410,131.91,179.0,17.32,15.92,2.21,0.0
20221018:1510,65.73,110.0,9.58,16.1,1.72,0.0
20221018:1610,0.0,0.0,0.0,15.61,1.45,0.0
20221018:1710,0.0,0.0,0.0,14.77,1.38,0.0
20221018:1810,0.0,0.0,0.0,13.63,1.45,0.0
20221018:1910,0.0,0.0,0.0,12.68,1.1,0.0
20221018:2010,0.0,0.0,0.0,11.08,1.52,0.0
20221018:2110,0.0,0.0,0.0,10.12,1.59,0.0
20221018:2210,0.0,0.0,0.0,9.3,1.52,0.0
20221018:2310,0.0,0.0,0.0,8.26,1.52,0.0
20221019:0010,0.0,0.0,0.0,10.06,0.62,0.0
20221019:0110,0.0,0.0,0.0,9.24,0.69,0.0
20221019:0210,0.0,0.0,0.0,8.28,0.83,0.0
20221019:0310,0.0,0.0,0.0,8.11,0.76,0.0
20221019:0410,0.0,0.0,0.0,6.7,1.03,0.0
20221019:0510,0.0,0.0,0.0,5.0,1.38,0.0
20221019:0610,0.0,3.0,2.5,4.61,1.45,0.0
20221019:0710,56.94,84.0,11.03,6.95,1.45,0.0
20221019:0810,158.63,204.0,18.48,7.92,1.66,0.0
20221019:0910,312.61,386.01,24.32,8.74,1.86,0.0
20221019:1010,304.24,371.01,28.0,9.62,1.86,0.0
20221019:1110,341.61,417.01,29.08,10.52,1.79,0.0
20221019:1210,318.82,392.01,27.41,10.93,1.72,0.0
20221019:1310,301.98,381.01,23.21,11.58,2.0,0.0
20221019:1410,196.43,267.01,16.98,11.71,2.41,0.0
20221019:1510,70.37,119.0,9.26,11.34,2.48,0.0
20221019:1610,0.0,0.0,0.0,10.4,2.28,0.0
20221019:1710,0.0,0.0,0.0,9.19,2.48,0.0
20221019:1810,0.0,0.0,0.0,8.43,2.48,0.0
20221019:1910,0.0,0.0,0.0,7.83,2.76,0.0
20221019:2010,0.0,0.0,0.0,7.53,2.76,0.0
20221019:2110,0.0,0.0,0.0,7.22,2.62,0.0
20221019:2210,0.0,0.0,0.0,6.96,2.62,0.0
20221019:2310,0.0,0.0,0.0,6.56,2.62,0.0
20221020:0010,0.0,0.0,0.0,6.23,2.48,0.0
20221020:0110,0.0,0.0,0.0,5.9,2.41,0.0
20221020:0210,0.0,0.0,0.0,5.56,2.41,0.0
20221020:0310,0.0,0.0,0.0,5.28,2.41,0.0
20221020:0410,0.0,0.0,0.0,5.1,2.41,0.0
20221020:0510,0.0,0.0,0.0,5.08,2.48,0.0
20221020:0610,2.51,11.0,2.24,5.17,2.55,0.0
20221020:0710,81.44,122.0,10.75,5.88,2.76,0.0
20221020:0810,143.48,185.0,18.17,7.63,2.62,0.0
20221020:0910,269.53,332.01,23.99,9.52,3.31,0.0
20221020:1010,278.91,341.01,27.65,11.17,3.45,0.0
20221020:1110,301.99,370.01,28.72,12.73,3.59,0.0
20221020:1210,283.74,352.01,27.05,13.68,2.97,0.0
20221020:1310,20.92,39.0,22.86,14.15,2.28,0.0
20221020:1410,77.35,109.0,16.65,13.7,2.14,0.0
20221020:1510,19.51,37.0,8.94,13.52,2.55,0.0
20221020:1610,0.0,0.0,0.0,13.09,2.69,0.0
20221020:1710,0.0,0.0,0.0,12.54,2.48,0.0
20221020:1810,0.0,0.0,0.0,12.26,2.34,0.0
20221020:1910,0.0,0.0,0.0,10.81,2.34,0.0
20221020:2010,0.0,0.0,0.0,10.54,2.62,0.0
20221020:2110,0.0,0.0,0.0,10.55,2.83,0.0
20221020:2210,0.0,0.0,0.0,10.78,3.1,0.0
20221020:2310,0.0,0.0,0.0,11.01,3.52,0.0
20221021:0010,0.0,0.0,0.0,11.21,3.45,0.0
20221021:0110,0.0,0.0,0.0,11.39,3.1,0.0
20221021:0210,0.0,0.0,0.0,11.46,2.97,0.0
20221021:0310,0.0,0.0,0.0,11.59,2.76,0.0
20221021:0410,0.0,0.0,0.0,11.38,2.69,0.0
20221021:0510,0.0,0.0,0.0,11.12,2.48,0.0
20221021:0610,0.94,8.0,1.97,11.06,2.41,0.0
20221021:0710,28.21,48.0,10.47,11.09,2.34,0.0
20221021:0810,82.22,114.0,17.87,12.14,1.79,0.0
20221021:0910,34.98,57.0,23.66,13.14,2.14,0.0
20221021:1010,43.76,68.0,27.3,13.53,2.41,0.0
20221021:1110,22.51,41.0,28.36,13.41,2.34,0.0
20221021:1210,78.67,110.0,26.69,13.47,2.0,0.0
20221021:1310,155.32,201.0,22.52,13.51,2.0,0.0
20221021:1410,13.7,29.0,16.31,13.74,2.9,0.0
20221021:1510,1.85,10.0,8.62,13.94,3.45,0.0
20221021:1610,0.0,0.0,0.0,13.88,2.62,0.0
20221021:1710,0.0,0.0,0.0,13.68,2.07,0.0
20221021:1810,0.0,0.0,0.0,13.23,2.14,0.0
20221021:1910,0.0,0.0,0.0,13.59,2.48,0.0
20221021:2010,0.0,0.0,0.0,13.81,2.48,0.0
20221021:2110,0.0,0.0,0.0,13.91,2.34,0.0
20221021:2210,0.0,0.0,0.0,13.53,2.07,0.0
20221021:2310,0.0,0.0,0.0,13.35,2.0,0.0
20221022:0010,0.0,0.0,0.0,12.94,2.28,0.0
20221022:0110,0.0,0.0,0.0,12.8,2.48,0.0
20221022:0210,0.0,0.0,0.0,12.51,2.34,0.0
20221022:0310,0.0,0.0,0.0,12.21,2.34,0.0
20221022:0410,0.0,0.0,0.0,12.13,2.48,0.0
20221022:0510,0.0,0.0,0.0,12.17,2.55,0.0
20221022:0610,0.0,1.0,1.71,11.97,2.41,0.0
20221022:0710,84.48,143.01,10.19,12.21,2.21,0.0
20221022:0810,159.83,213.0,17.57,12.99,2.48,0.0
20221022:0910,42.03,66.0,23.33,14.34,4.07,0.0
20221022:1010,108.77,146.0,26.95,15.31,4.34,0.0
20221022:1110,185.95,237.0,28.0,16.15,4.48,0.0
20221022:1210,56.14,84.0,26.33,16.59,4.0,0.0
20221022:1310,167.57,218.0,22.17,16.72,4.0,0.0
20221022:1410,61.06,90.0,15.99,16.19,3.59,0.0
20221022:1510,45.32,77.0,8.31,15.47,3.03,0.0
20221022:1610,0.0,0.0,0.0,14.72,2.83,0.0
20221022:1710,0.0,0.0,0.0,14.12,2.62,0.0
20221022:1810,0.0,0.0,0.0,13.45,2.41,0.0
20221022:1910,0.0,0.0,0.0,12.96,2.14,0.0
20221022:2010,0.0,0.0,0.0,12.29,2.0,0.0
20221022:2110,0.0,0.0,0.0,11.91,1.86,0.0
20221022:2210,0.0,0.0,0.0,11.66,1.86,0.0
20221022:2310,0.0,0.0,0.0,11.38,1.86,0.0
20221023:0010,0.0,0.0,0.0,11.28,1.72,0.0
20221023:0110,0.0,0.0,0.0,10.9,1.79,0.0
20221023:0210,0.0,0.0,0.0,10.48,1.93,0.0
20221023:0310,0.0,0.0,0.0,10.3,2.0,0.0
20221023:0410,0.0,0.0,0.0,10.1,2.0,0.0
20221023:0510,0.0,0.0,0.0,10.02,2.0,0.0
20221023:0610,0.0,2.0,1.45,9.76,2.21,0.0
20221023:0710,64.31,101.0,9.91,10.48,2.41,0.0
20221023:0810,187.61,254.01,17.27,12.17,2.48,0.0
20221023:0910,261.1,331.01,23.01,13.63,2.9,0.0
20221023:1010,333.16,416.01,26.61,14.94,3.03,0.0
20221023:1110,228.12,288.0,27.65,16.16,3.17,0.0
20221023:1210,87.55,122.0,25.98,16.77,2.9,0.0
20221023:1310,22.87,42.0,21.83,16.64,2.14,0.0
20221023:1410,42.4,67.0,15.66,16.04,2.07,0.0
20221023:1510,40.68,70.0,8.0,15.47,2.48,0.0
20221023:1610,0.0,0.0,0.0,14.96,2.76,0.0
20221023:1710,0.0,0.0,0.0,14.46,3.03,0.0
20221023:1810,0.0,0.0,0.0,14.43,3.17,0.0
20221023:1910,0.0,0.0,0.0,14.31,3.38,0.0
20221023:2010,0.0,0.0,0.0,14.82,3.24,0.0
20221023:2110,0.0,0.0,0.0,14.97,3.17,0.0
20221023:2210,0.0,0.0,0.0,15.12,3.66,0.0
20221023:2310,0.0,0.0,0.0,14.89,3.45,0.0
20221024:0010,0.0,0.0,0.0,14.8,3.59,0.0
20221024:0110,0.0,0.0,0.0,14.74,3.79,0.0
20221024:0210,0.0,0.0,0.0,14.4,3.66,0.0
20221024:0310,0.0,0.0,0.0,14.07,3.59,0.0
20221024:0410,0.0,0.0,0.0,13.87,3.52,0.0
20221024:0510,0.0,0.0,0.0,13.9,3.86,0.0
20221024:0610,0.0,0.0,0.0,14.12,4.0,0.0
20221024:0710,45.58,73.0,9.63,13.72,3.72,0.0
20221024:0810,53.39,80.0,16.96,14.54,3.66,0.0
20221024:0910,48.96,75.0,22.69,15.77,3.17,0.0
20221024:1010,219.8,279.0,26.27,16.77,3.66,0.0
20221024:1110,212.14,270.0,27.3,17.64,4.28,0.0
20221024:1210,317.88,398.01,25.63,15.83,4.55,0.0
20221024:1310,141.5,186.0,21.5,16.03,4.14,0.0
20221024:1410,138.24,194.0,15.34,16.42,4.07,0.0
20221024:1510,14.97,31.0,7.7,15.72,4.9,0.0
20221024:1610,0.0,0.0,0.0,14.82,4.0,0.0
20221024:1710,0.0,0.0,0.0,14.48,3.79,0.0
20221024:1810,0.0,0.0,0.0,14.11,3.86,0.0
20221024:1910,0.0,0.0,0.0,13.91,3.31,0.0
20221024:2010,0.0,0.0,0.0,13.52,3.52,0.0
20221024:2110,0.0,0.0,0.0,12.98,3.45,0.0
20221024:2210,0.0,0.0,0.0,12.61,3.52,0.0
