actual_price,predicted_price,actual_P,predicted_P
106.35,100.98165,0.0,-2.6510787
101.33,98.32876,0.0,3.9920363
95.15,94.615204,0.0,3.9920363
96.42,92.20596,0.0,4.3495955
102.35,104.290764,157.0,117.85965
111.3,111.75336,854.0,987.21
114.34,107.33697,2204.0,1921.5592
86.07,96.83275,3595.0,3490.867
37.54,71.85164,4697.0,4545.695
21.97,34.839737,5337.0,5251.8413
24.3,21.708082,4650.0,5457.851
25.0,26.118069,4714.0,4728.0747
33.4,26.61415,4554.0,4588.581
45.0,39.809906,4235.0,4207.4404
83.37,63.46293,3780.0,3638.6174
91.48,86.77034,2920.0,3046.8064
106.35,107.15831,1818.0,1953.9286
135.0,127.17662,754.0,920.9426
155.8,157.28337,128.0,126.29862
176.15,188.48862,0.0,6.7016644
165.12,154.30858,0.0,-2.6510787
135.47,133.21954,0.0,-2.6510787
116.32,115.78532,0.0,-2.6510787
113.66,107.51843,0.0,-2.6510787
107.84,103.33675,0.0,-2.6510787
103.5,101.600494,0.0,3.9920363
100.14,99.04502,0.0,3.9920363
98.26,98.94455,0.0,3.9920363
99.95,105.57787,148.0,151.5449
98.58,107.37767,837.0,981.39417
86.34,96.4286,2173.0,1902.5314
48.67,74.53151,3571.0,3250.3232
8.43,46.42309,4678.0,4529.618
0.98,8.952376,5391.0,5236.269
12.07,2.5648048,4778.0,5507.322
14.88,21.595936,5093.0,4822.695
21.74,23.016499,5055.0,4909.414
40.19,31.636393,4721.0,4490.433
79.92,61.49498,4108.0,3913.3713
86.61,91.339355,3097.0,3087.4636
122.34,102.58013,1924.0,1986.8723
163.88,138.26826,764.0,885.3443
164.89,184.99495,119.0,101.492714
184.8,188.44734,0.0,6.992431
160.5,159.19614,0.0,-2.6510787
150.0,131.71867,0.0,-2.6510787
130.64,125.28786,0.0,-2.6510787
116.31,114.59667,0.0,-2.6510787
109.29,104.155655,0.0,-2.6510787
106.88,106.35551,0.0,3.9920363
106.32,101.00761,0.0,3.9920363
104.26,101.6568,0.0,3.9920363
109.29,110.70553,141.0,101.66602
119.99,114.33481,820.0,981.39417
112.83,108.31017,2099.0,1900.0657
101.18,92.35927,3414.0,3271.1558
55.0,83.43278,4477.0,4389.828
13.63,48.705288,5209.0,5174.704
27.4,18.44317,5403.0,5428.1987
50.0,26.991814,5268.0,5244.3027
59.09,53.993774,4004.0,5039.38
102.9,61.353733,3244.0,3734.878
112.21,103.712616,2719.0,2795.115
112.56,110.60162,2296.0,2098.702
117.54,120.074265,1434.0,1494.0321
124.93,141.90216,633.0,841.914
136.41,156.58781,129.0,104.442764
166.21,159.62524,0.0,6.7016644
166.28,147.41533,0.0,-2.6510787
137.05,140.77983,0.0,-2.6510787
121.38,119.65425,0.0,-2.6510787
119.37,110.21789,0.0,-2.6510787
110.48,106.57535,0.0,-2.6510787
108.15,101.30432,0.0,3.9920363
107.01,101.30432,0.0,3.6785052
108.62,96.519005,0.0,3.6785052
104.19,104.19699,130.0,134.77992
100.69,100.85615,778.0,851.6516
90.74,90.22948,1894.0,1777.3079
75.93,75.37648,3251.0,3186.6897
23.4,55.154263,3480.0,4163.1665
5.45,13.358672,3371.0,4124.4736
5.08,4.53833,3449.0,3898.872
13.77,6.949132,3534.0,3627.6763
15.0,15.447925,3203.0,3427.6345
20.0,30.78752,2936.0,3023.887
20.0,47.25058,2855.0,2354.148
20.0,48.215775,2793.0,2032.705
73.26,51.203903,1750.0,1614.9938
115.69,99.00948,716.0,804.00995
148.43,133.83041,131.0,108.869965
186.43,160.74672,0.0,6.992431
165.39,161.10469,0.0,-2.0027514
141.25,133.61742,0.0,-2.0027514
125.9,118.9174,0.0,-1.3916954
108.97,107.046295,0.0,-1.3916954
100.99,100.08698,0.0,-1.3916954
96.33,95.215164,0.0,4.9378905
93.05,91.461975,0.0,4.9378905
90.84,88.72767,0.0,4.9378905
87.85,90.15149,136.0,133.57426
73.72,85.13808,807.0,862.1196
15.99,63.247143,2110.0,1749.4893
0.01,11.183401,2711.0,3238.2937
0.0,-7.0418816,2839.0,3551.4229
0.0,-6.509289,2694.0,3348.0159
0.01,-6.0676045,2543.0,3080.7275
0.01,-2.0586903,2532.0,2728.1023
0.01,-1.9652492,2469.0,2569.947
0.01,2.5189085,2445.0,2250.646
0.01,16.400501,2380.0,2081.377
4.08,16.5883,2632.0,1919.0763
21.29,26.877396,2122.0,1675.846
95.16,53.530724,865.0,982.86145
118.83,118.793945,167.0,158.93582
143.6,141.64328,0.0,6.992431
137.96,131.9196,0.0,-2.2935188
126.69,125.98671,0.0,-1.6824621
101.63,113.544334,0.0,-1.6824621
85.8,97.93907,0.0,-1.6824621
82.44,90.71323,0.0,-1.6824621
74.45,83.85459,0.0,5.029341
75.06,75.42531,0.0,5.029341
86.1,77.08258,0.0,5.029341
106.19,99.19938,137.0,118.53939
107.35,109.83081,838.0,862.30066
87.08,106.21082,2263.0,1899.2057
55.0,78.079185,3729.0,3425.908
35.49,52.625996,4821.0,4409.4653
20.0,37.144966,5063.0,5130.925
35.0,27.76559,5112.0,5165.384
45.0,40.328907,5130.0,4995.0293
55.0,52.475323,5110.0,4806.603
60.01,64.26755,5184.0,4580.047
69.01,77.31338,4800.0,4396.186
98.99,84.11452,3717.0,3788.3594
139.0,106.64888,2287.0,2518.9849
153.37,151.31476,898.0,1158.4978
163.01,162.4409,167.0,230.2001
167.24,172.1904,0.0,6.7703533
154.54,145.3979,0.0,-2.5823898
133.0,135.12265,0.0,-2.5823898
132.87,118.83521,0.0,-2.5823898
108.97,113.0733,0.0,-2.5823898
104.46,99.61333,0.0,-2.5823898
99.37,94.03741,0.0,3.9920363
95.62,89.60971,0.0,3.9920363
91.14,93.84327,0.0,3.9920363
104.78,102.128136,136.0,117.85965
109.52,111.96739,850.0,989.39966
110.35,105.25859,2277.0,1944.6757
86.53,90.4726,3722.0,3576.561
56.31,72.11852,4869.0,4699.7363
30.0,49.021717,5623.0,5463.8076
21.46,30.524925,5811.0,5613.3247
60.0,26.624475,5770.0,5699.451
85.0,60.827583,5619.0,5550.3423
85.0,82.133896,5433.0,5118.088
37.95,90.63112,4795.0,4745.801
67.14,65.89016,3686.0,3865.3767
112.67,98.78411,2283.0,2548.1404
157.06,137.1883,888.0,1143.7198
191.15,179.82742,164.0,203.21497
167.89,210.82797,0.0,6.7016644
161.0,145.4947,0.0,-2.6510787
154.44,133.8478,0.0,-2.6510787
144.26,130.70122,0.0,-2.6510787
133.0,119.70235,0.0,-2.6510787
116.02,115.17305,0.0,-2.6510787
110.35,109.96671,0.0,3.9920363
109.01,104.50505,0.0,3.9920363
120.0,105.28868,0.0,3.9920363
116.53,121.784065,124.0,134.77992
109.01,121.11395,782.0,989.04205
111.89,110.98004,2132.0,1896.1907
98.4,95.600006,3520.0,3399.0679
60.0,81.74743,4608.0,4500.969
24.01,54.275085,5344.0,5270.9404
30.4,24.7692,5741.0,5561.8555
35.6,38.120323,5836.0,5711.7036
20.0,46.888477,5660.0,5554.9883
30.8,36.405125,5257.0,5313.5044
44.41,56.291073,4533.0,4622.576
92.05,69.05173,3457.0,3620.529
113.15,110.27946,2112.0,2314.7014
136.95,145.80394,810.0,1068.6439
179.6,182.16899,149.0,148.39713
209.41,189.44197,0.0,6.7016644
248.76,166.30986,0.0,-2.6510787
176.5,188.4797,0.0,-2.6510787
